date,RF,MKT
2005-02-28,0.0008363226330643236,0.09746655865418785
2005-03-31,0.0011025796795172127,-0.09503312104577244
2005-04-30,0.0006622087156624712,-0.02337670515232093
2005-05-31,0.0005521434022761618,-0.08206702513590258
2005-06-30,0.0006862246356882373,0.01720986111995715
2005-07-31,0.000662208720664248,0.0008667354333236066
2005-08-31,0.0006852244567903121,0.09084567824446999
2005-09-30,0.0006792200792762326,-0.00332334660814837
2005-10-31,0.0005121228983528958,-0.05630290371425606
2005-11-30,0.0008443398758226639,0.003783062958819139
2005-12-31,0.0011005776925483435,0.06287865775782486
2006-01-31,0.0008003000700129714,0.09011773876748208
2006-02-28,0.0008123103431068035,0.03835108314769986
2006-03-31,0.0010935715350977038,0.007461492965494365
2006-04-30,0.0010234972385798624,0.12127588016126722
2006-05-31,0.00099246482961024,0.1631331719591802
2006-06-30,0.001308816814672653,0.027885761879538062
2006-07-31,0.0013678902149609762,-0.05742229570309365
2006-08-31,0.0015451406559141567,0.03481699555919393
2006-09-30,0.0014209605953230398,0.059531160612383616
2006-10-31,0.0012357180117779087,0.04975681075324756
2006-11-30,0.00166031422657964,0.1406713371257633
2006-12-31,0.0016182456974014325,0.1303068385091981
2007-01-31,0.0015411270306204816,0.17581685851914242
2007-02-28,0.0011696379384134037,0.08184141860525296
2007-03-31,0.001709393048899388,0.11650252914019621
2007-04-30,0.001674333481702428,0.28788270133175287
2007-05-31,0.0014750264262175516,0.12197668455020927
2007-06-30,0.0017654825475919012,-0.08903717213122109
2007-07-31,0.001896714875582628,0.18560318109187834
2007-08-31,0.0020349779105854893,0.15566772812274277
2007-09-30,0.0019307681456235404,0.07771946655180328
2007-10-31,0.0019297563111058125,0.005104108376000394
2007-11-30,0.0025701473686261522,-0.1471974858563514
2007-12-31,0.0023937174598152033,0.15841703386588413
2008-01-31,0.0027004744268834813,-0.12315450988150345
2008-02-29,0.001969816522503942,0.036448554102231245
2008-03-31,0.002586179566325564,-0.20477258396887188
2008-04-30,0.002586179566325786,0.011538419116147391
2008-05-31,0.0024628766324998885,-0.07630550726210417
2008-06-30,0.0024588672801570954,-0.21023975480085766
2008-07-31,0.0027877099586699483,0.031433861211173975
2008-08-31,0.0024869404173126775,-0.14069527535313509
2008-09-30,0.0022443825968510023,-0.050478836279467254
2008-10-31,0.002308527589183651,-0.24959799389504655
2008-11-30,0.0020239422908641114,0.10109607474520543
2008-12-31,0.001445998271273119,-0.015800880156457864
2009-01-31,0.0006201793661051447,0.1031476198751291
2009-02-28,0.0007142421988726166,0.05311660716061173
2009-03-31,0.0007552721172536803,0.1548286017030185
2009-04-30,0.0006952300592173444,0.04606798817527302
2009-05-31,0.0005941666463276096,0.061886735392492565
2009-06-30,0.0007582742809955079,0.1442832449122322
2009-07-31,0.0009324153967333881,0.15451174600809292
2009-08-31,0.000988464965529845,-0.21641480995348095
2009-09-30,0.0010565323943518834,0.04991278074064276
2009-10-31,0.0007842881858932671,0.08271333293161676
2009-11-30,0.0010295043665069503,0.06736299141123436
2009-12-31,0.0011506327214332313,0.029823891512170686
2010-01-31,0.0010214953046947528,-0.08865176080560333
2010-02-28,0.0007882898379747427,0.021742854772803577
2010-03-31,0.00121971094073281,0.019762596580649605
2010-04-30,0.0011135900880554495,-0.07705890524638392
2010-05-31,0.0010805541935257068,-0.08460340563549729
2010-06-30,0.001253743788792061,-0.07224752396258871
2010-07-31,0.0015441368194535343,0.11071920187263973
2010-08-31,0.001492061491535246,0.012403208239849528
2010-09-30,0.00132983696570399,0.009796989317484295
2010-10-31,0.0011926662215715478,0.12323694795507478
2010-11-30,0.001768490867046113,-0.04800345851585608
2010-12-31,0.0024638969115517995,-0.004956243577472819
2011-01-31,0.0025761449126782132,-0.017889502358474307
2011-02-28,0.00208402342400249,0.04788469725846878
2011-03-31,0.002712512460874006,0.0056586473617952215
2011-04-30,0.002255405934197041,-0.00804745878138935
2011-05-31,0.002624273828212953,-0.058560533577226126
2011-06-30,0.003157734245492927,0.024375302856503245
2011-07-31,0.0035309230694460236,-0.016080921403029524
2011-08-31,0.003524928532892657,-0.04671301284850515
2011-09-30,0.003242997562930894,-0.08398320041709728
2011-10-31,0.0024738641737771516,0.04613716581366378
2011-11-30,0.003426591425701897,-0.05005921288428383
2011-12-31,0.0033062058398871663,-0.06463694815208931
2012-01-31,0.002257374550568514,0.03586806299464551
2012-02-29,0.0030734892499564292,0.06407332256084053
2012-03-31,0.003048426345673816,-0.06516799207572288
2012-04-30,0.0022393564290543733,0.05586746469016268
2012-05-31,0.0026994716011163877,-0.0020783558050225803
2012-06-30,0.00225040201156701,-0.04499728591352359
2012-07-31,0.0023325927801245427,-0.0527975495154247
2012-08-31,0.0022945141694272753,-0.02454113981150019
2012-09-30,0.002007912565776593,0.02037305710292836
2012-10-31,0.0018255719193958075,-0.006926558164532581
2012-11-30,0.0022734631897725066,-0.05159086588352679
2012-12-31,0.0022283611387952096,0.14500273945134357
2013-01-31,0.0021351624835128646,0.053731833401118534
2013-02-28,0.0015981907382740523,-0.005677975340359187
2013-03-31,0.0022313675142211498,-0.05188639624531899
2013-04-30,0.0019097200802542513,-0.022952136226041198
2013-05-31,0.0023345973510870976,0.07594320591497539
2013-06-30,0.0023646239689085746,-0.12640608273214005
2013-07-31,0.003014336733182299,0.027600007875862698
2013-08-31,0.002811766432101459,0.049031253174401046
2013-09-30,0.0024348036971790776,0.04371790966640643
2013-10-31,0.002311519365265413,-0.019199332509448497
2013-11-30,0.0027124974667553925,0.042456862320945365
2013-12-31,0.003199876145544067,-0.041842177120281265
2014-01-31,0.003215914528879482,-0.02302578639044761
2014-02-28,0.002447804194302794,0.0105177820304303
2014-03-31,0.003175792792238008,-0.019173434137429446
2014-04-30,0.0031747897679024195,-0.005824717436540783
2014-05-31,0.002859877542055189,0.014930630503810827
2014-06-30,0.0026292781118864017,0.025314937051914788
2014-07-31,0.002993276729509775,0.07997300484183323
2014-08-31,0.0026994639638093787,0.012696428283113903
2014-09-30,0.0026623694894147842,0.07066829302952327
2014-10-31,0.0022183204372761,0.02164192260345943
2014-11-30,0.0023395959745384776,0.0945320437685544
2014-12-31,0.0029391220304375576,0.1676981171828842
2015-01-31,0.002702462956241769,0.0015451299430264687
2015-02-28,0.0020158939917682694,0.03897165667944247
2015-03-31,0.0029521515437616053,0.14467282322533448
2015-04-30,0.002634298172289773,0.17261419180070403
2015-05-31,0.0018335939075819763,0.06737225989425921
2015-06-30,0.0017394389769502805,-0.06538767880596952
2015-07-31,0.002001914203959343,-0.13936632564166684
2015-08-31,0.0017925282903623607,-0.1279677642649737
2015-09-30,0.0017113896577845011,-0.042766330642771244
2015-10-31,0.0014579993921932655,0.1176976077910925
2015-11-30,0.0017494557673252142,0.029467015244166506
2015-12-31,0.0019297788215997258,0.03543166352188387
2016-01-31,0.0016713253769014003,-0.22963819517356043
2016-02-29,0.001309803468697357,-0.02084232977714595
2016-03-31,0.0017765076313207562,0.12645769455573008
2016-04-30,0.0015681669024825151,-0.01959178687509744
2016-05-31,0.0016793414747664492,-0.0022854747090648164
2016-06-30,0.0016212471960512786,0.025307293455807622
2016-07-31,0.0016653191679010249,0.016709043504788745
2016-08-31,0.0017755059349491287,0.03738872435815388
2016-09-30,0.0015311124355379402,-0.020272111786901137
2016-10-31,0.0012327117357242567,0.026467371300385345
2016-11-30,0.0017624808310618967,0.039861298659966904
2016-12-31,0.0019137457632754096,-0.04539606292687692
2017-01-31,0.001795520363752301,0.012830207271379734
2017-02-28,0.0020660128546410306,0.02432597271292436
2017-03-31,0.0027486066913882112,-0.005784765128373892
2017-04-30,0.002115109680566052,-0.020295277733551664
2017-05-31,0.002430802215645622,-0.013432702890776138
2017-06-30,0.002817782490532883,0.0401332645320851
2017-07-31,0.0024819285509549704,0.030011837735338
2017-08-31,0.002728554316036025,0.02643155711647238
2017-09-30,0.0025240286952028512,0.007476343817246045
2017-10-31,0.002036949976905289,0.015481442318740601
2017-11-30,0.002754614902607422,-0.022950808477932183
2017-12-31,0.002785688558970989,0.003766773894305242
2018-01-31,0.0028398419449089385,0.04892648709756853
2018-02-28,0.0019387518981539564,-0.05750961199419646
2018-03-31,0.0028237986672645654,-0.01962543201457989
2018-04-30,0.0020449720593953558,-0.032532108635628276
2018-05-31,0.002484942273325741,0.0004909037876721367
2018-06-30,0.0023656541491052785,-0.07707814116915457
2018-07-31,0.0021702443576645525,0.01696943100111392
2018-08-31,0.0018165763145443492,-0.053677950675516284
2018-09-30,0.0014790352082652003,0.02847287665514453
2018-10-31,0.0014179485421768057,-0.0802212573219192
2018-11-30,0.0018314455167547372,0.003562520563809013
2018-12-31,0.0017499186149927404,-0.04157199797332867
2019-01-31,0.0018088198711150305,0.037074496269023705
2019-02-28,0.0011513304490404774,0.1441845757468554
2019-03-31,0.0016068034859848535,0.05816945911311633
2019-04-30,0.0016170794953409562,-0.00525961823698351
2019-05-31,0.0015930672510242605,-0.05913479663174692
2019-06-30,0.0015033434339559726,0.035986047855189884
2019-07-31,0.0016544035006369473,7.609657142637616e-05
2019-08-31,0.0016058925553410486,-0.012394856686702482
2019-09-30,0.0014877352593158921,0.007180803697151017
2019-10-31,0.001370859219287146,0.014483939841436477
2019-11-30,0.0017217662267767775,-0.01722307993081551
2019-12-31,0.0017443760990549784,0.06528068671659648
2020-01-31,0.0012648863356288231,-0.013057767273520704
2020-02-29,0.0014262528744193315,-0.013827823255849636
2020-03-31,0.0012985573952912777,-0.05466521407014069
2020-04-30,0.0008738700480290795,0.04527230413289862
2020-05-31,0.0006931308763153954,0.0013070631190179594
2020-06-30,0.0010256495770308849,0.07364203056036511
2020-07-31,0.00146818027802742,0.1266635774712137
2020-08-31,0.0015000567653022934,0.024968612250641398
2020-09-30,0.001614749988798403,-0.05301288899705492
2020-10-31,0.0012464810973984441,0.012757536235840305
2020-11-30,0.0017435006587915858,0.04324409180074795
2020-12-31,0.0018451878736407412,0.021258879214161475
2021-01-31,0.0014425765720815775,0.0020166049807686104
2021-02-28,0.0011549782186612845,0.003554215229871982
2021-03-31,0.0017124557097549786,-0.023958780145921565
2021-04-30,0.0014998921461437664,0.011932048819849328
2021-05-31,0.001239053159732606,0.048950018236705306
2021-06-30,0.0014105356049602946,0.006495938663488632
2021-07-31,0.001458356564772112,-0.040840244265873404
2021-08-31,0.001425050522047222,0.03376090624691597
2021-09-30,0.0013028329627793322,0.001648095876767952
2021-10-31,0.0010666754401778,-0.0013372155524228324
2021-11-30,0.001487328746234029,0.015370400285971364
2021-12-31,0.0015731824361158164,0.01721447449713942
2022-01-31,0.001294354564107092,-0.08117674610508496
2022-02-28,0.0010569890913119107,0.026510321734469322
2022-03-31,0.0014918853588159475,-0.06434594848167774
