,2020/03
re000008OF,-0.005592948197769436
re000042OF,-0.0023519550224272803
re000051OF,-0.0014427557246330935
re000059OF,0.000876597819117364
re000082OF,0.00023404184771752545
re000176OF,-0.0009694261780015534
re000248OF,0.008571266778150474
re000309OF,-0.00818093661406566
re000311OF,-0.00038385082959182154
re000312OF,0.001138354085196025
re000313OF,0.00115187122301554
re000326OF,-0.008267680121301838
re000368OF,-0.0025814938682186908
re000373OF,0.006746270101009921
re000376OF,0.006760204081632655
re000409OF,0.006095282719296417
re000411OF,-4.0237790870016145e-05
re000418OF,0.0026671966442061157
re000457OF,-0.009697499951491328
re000471OF,-0.00251264786385047
re000478OF,-0.004876968261326627
re000512OF,0.0049131753370543485
re000513OF,0.002317897647526268
re000524OF,0.0029498413434437265
re000549OF,-0.0031960401258459004
re000577OF,-0.0009312602449985108
re000586OF,-0.006988894474232954
re000592OF,0.0077724906270810745
re000594OF,-0.008629096739038167
re000596OF,0.007876654935478455
re000613OF,-0.0014105305308081035
re000628OF,-0.0016644584344421287
re000656OF,-0.0013331200341278697
re000688OF,0.0015244843603052782
re000696OF,0.007803903798889844
re000697OF,0.0016200140995976109
re000711OF,0.006736083917642448
re000729OF,0.003633764852352802
re000746OF,0.0027807898179173693
re000751OF,0.007723269977699028
re000756OF,0.003096905101397133
re000761OF,0.00035458924469844444
re000778OF,-0.00119494169437534
re000780OF,0.013712435220209948
re000793OF,0.00893136067483243
re000803OF,-0.0013522843681243457
re000826OF,-0.0014440782405420831
re000827OF,-0.0013876704906629067
re000828OF,0.016285923332088854
re000831OF,0.014188883299233438
re000835OF,-0.0008106247853288026
re000854OF,0.009006247045044491
re000866OF,-0.007538752455937807
re000867OF,0.006046214689797547
re000884OF,-0.00621174979235295
re000893OF,-0.0060040160642570355
re000913OF,0.01138350615929834
re000916OF,-0.006074573096536945
re000925OF,0.006411415607687099
re000942OF,-0.008099567091101378
re000948OF,0.004325728634082288
re000950OF,-0.008333872247009516
re000955OF,0.0013070752533392664
re000960OF,0.007610869098931235
re000961OF,-0.0011749513973289827
re000962OF,-0.004967646850438896
