,2020/03
re000008OF,
re000042OF,-53.815084133988684
re000051OF,5221.642746939365
re000059OF,4.350036601378436
re000082OF,17.897409483557812
re000176OF,44.58480274079852
re000248OF,54.65612741941859
re000309OF,5.977241304581818
re000311OF,759.4218008578453
re000312OF,-0.2010361972147383
re000313OF,43.154308340686356
re000326OF,44.90337085927225
re000368OF,49.67898238225782
re000373OF,4.688012695174379
re000376OF,34.53136523966224
re000409OF,287.83300547605796
re000411OF,9.513720768267644
re000418OF,17.03801240390894
re000457OF,1728.5140809517734
re000471OF,4.949270709741767
re000478OF,184.47919341754968
re000512OF,-1.9155723025608695
re000513OF,330.45115940237974
re000524OF,9.441457518324407
re000549OF,14.945099058878903
re000577OF,947.0904554213961
re000586OF,2.4170068135409513
re000592OF,5.175114606856
re000594OF,7.936574554460662
re000596OF,640.8657663037018
re000613OF,36.47603204382192
re000628OF,26.07722547571447
re000656OF,-0.051124543064834896
re000688OF,118.99056074869954
re000696OF,2276.2006544122214
re000697OF,59.175403104709446
re000711OF,9.768226929023873
re000729OF,3.7165289653296774
re000746OF,45.35964719093125
re000751OF,31.935925149834333
re000756OF,3.5099647264580596
re000761OF,4.707185277436045
re000778OF,942.7632961943514
re000780OF,68.03243663903449
re000793OF,14.167078538861144
re000803OF,1.5702609537788743
re000826OF,90.19119706070941
re000827OF,41.95419535577789
re000828OF,2.164412656450037
re000831OF,1248.7311170704195
re000835OF,3.692366671399731
re000854OF,14.80417653156321
re000866OF,30.96637272382774
re000867OF,13.069509517338457
re000884OF,45.41567815464693
re000893OF,87.21834497716821
re000913OF,41.80283324127724
re000916OF,22.40857386923534
re000925OF,138.03188170281086
re000942OF,0.5496032770074227
re000948OF,546.091839398142
re000950OF,36.06256878214273
re000955OF,28.969164654514277
re000960OF,17.508068649351962
re000961OF,90.5129128552341
re000962OF,17.020035217815963
re000968OF,71.2232331671745
re000971OF,3.5034208091336763
re000974OF,497.96392490963365
re000975OF,1.2056792214262904
re000978OF,1005.3949610420253
re000979OF,60.104196583279254
re000985OF,5.411749956674911
re000991OF,18.83370388544621
re000996OF,43.23985613857855
re001008OF,49.54671308674456
re001009OF,7.5738317594086455
re001015OF,21.969316712002673
re001016OF,13.289561664856514
re001027OF,13.212840128189882
re001028OF,268.26658468045315
re001036OF,32.22920970870642
re001039OF,23.509002803919287
re001040OF,9.343027317300663
re001042OF,119.70293579752747
re001043OF,6.122453916353736
re001044OF,290.0131549121446
re001047OF,10.172745389684646
re001048OF,64.1502340564612
re001050OF,18.549063560706145
re001051OF,42.34256573503357
re001052OF,52.44821595710915
re001054OF,11.998536744545598
re001064OF,94.9689389411689
re001070OF,6.470088395730646
re001072OF,42.90934624617745
re001097OF,13.205179099415435
re001104OF,108.01117654865092
re001105OF,16.334392771636903
re001113OF,421.2141381108088
re001126OF,6.037737023045222
re001133OF,9.567832350649196
re001149OF,4.845277738516222
re001158OF,1897.326985900208
re001162OF,-0.5657568028745655
re001163OF,498.8902810766794
re001166OF,174.17963528646874
re001167OF,8.931174784001444
re001171OF,36.97577721707243
re001178OF,13.01897212126698
re001180OF,66.37298798038229
re001186OF,31.641092813706504
re001188OF,35.299113044928205
re001193OF,2.326631434708478
re001195OF,123.09808962714119
re001208OF,63.53398893799617
re001214OF,5.69440437421688
re001223OF,16.874097732476923
re001230OF,394.96854855109103
re001236OF,23.9090553342524
re001237OF,8.538373560771335
re001241OF,32.73940768123984
re001242OF,197.0424147759028
re001243OF,5.7461418363810886
re001245OF,134.3426736047039
re001277OF,63.32577062858583
re001291OF,17.177198077187086
re001313OF,62.402017079059135
re001319OF,27.463976728669074
re001351OF,2.128684341167911
re001361OF,86.44273619130192
re001396OF,85.52491643686956
re001397OF,2.8670830789870134
re001404OF,339.53954301074083
re001409OF,63.754152610033465
re001410OF,4.089420092240645
re001416OF,132.55081444330997
re001420OF,3.474587939737024
re001421OF,46.511701718302085
re001426OF,4.10445672666069
re001455OF,198.20340537838052
re001469OF,34.50306387591401
re001473OF,9.013373292433938
re001476OF,305.92541612781355
re001482OF,0.1350022835033011
re001490OF,246.95373155080685
re001496OF,13.678454714766081
