,time,thscode,netAssetValue
0,2017-04-28,160135.OF,1.0752
1,2017-05-31,160135.OF,1.0045
2,2017-06-30,160135.OF,1.0223
3,2017-07-31,160135.OF,1.0445
4,2017-08-31,160135.OF,1.0535
5,2017-09-29,160135.OF,1.0485
6,2017-10-31,160135.OF,1.0784
7,2017-11-30,160135.OF,1.0329
8,2017-12-29,160135.OF,0.9826
9,2018-01-31,160135.OF,0.959
10,2018-02-28,160135.OF,0.8915
11,2018-03-30,160135.OF,0.8838
12,2018-04-27,160135.OF,0.8624
13,2018-05-31,160135.OF,0.8164
14,2018-06-29,160135.OF,0.7242
15,2018-07-31,160135.OF,0.7843
16,2018-08-31,160135.OF,0.7506
17,2018-09-28,160135.OF,0.7831
18,2018-10-31,160135.OF,0.735
19,2018-11-30,160135.OF,0.7505
20,2018-12-28,160135.OF,0.7155
21,2019-01-31,160135.OF,0.692
22,2019-02-28,160135.OF,0.8073
23,2019-03-29,160135.OF,0.8338
24,2019-04-30,160135.OF,0.7906
25,2019-05-31,160135.OF,0.7327
26,2019-06-28,160135.OF,0.7421
27,2019-07-31,160135.OF,0.7578
28,2019-08-30,160135.OF,0.7208
29,2019-09-30,160135.OF,0.7221
30,2019-10-31,160135.OF,0.7124
31,2019-11-29,160135.OF,0.7125
32,2019-12-31,160135.OF,0.7207
33,2020-01-23,160135.OF,0.7041
34,2020-02-28,160135.OF,0.6823
35,2020-03-31,160135.OF,0.6759
36,2020-04-30,160135.OF,0.6908
37,2020-05-29,160135.OF,0.6521
38,2020-06-30,160135.OF,0.6485
39,2020-07-31,160135.OF,0.6899
40,2020-08-31,160135.OF,0.7106
41,2020-09-30,160135.OF,0.668
42,2020-10-30,160135.OF,0.6651
43,2020-11-30,160135.OF,1.0
44,2020-12-31,160135.OF,0.9673
45,2021-01-29,160135.OF,0.9722
46,2021-02-26,160135.OF,1.0015
47,2021-03-31,160135.OF,1.0001
48,2021-04-30,160135.OF,0.9586
49,2021-05-31,160135.OF,0.9753
50,2021-06-30,160135.OF,0.9664
51,2021-07-30,160135.OF,0.9472
52,2021-08-31,160135.OF,1.0214
53,2021-09-30,160135.OF,0.9992
54,2021-10-29,160135.OF,0.9637
55,2021-11-30,160135.OF,0.9889
56,2021-12-31,160135.OF,1.0351
57,2022-01-28,160135.OF,1.0148
58,2022-02-28,160135.OF,1.0342
59,2022-03-01,160135.OF,1.0394
