,time,thscode,netAssetValue
0,2017-04-28,376510.OF,1.523
1,2017-05-31,376510.OF,1.476
2,2017-06-30,376510.OF,1.629
3,2017-07-31,376510.OF,1.651
4,2017-08-31,376510.OF,1.69
5,2017-09-29,376510.OF,1.718
6,2017-10-31,376510.OF,1.86
7,2017-11-30,376510.OF,1.773
8,2017-12-29,376510.OF,1.85
9,2018-01-31,376510.OF,1.858
10,2018-02-28,376510.OF,1.793
11,2018-03-30,376510.OF,1.718
12,2018-04-27,376510.OF,1.64
13,2018-05-31,376510.OF,1.722
14,2018-06-29,376510.OF,1.618
15,2018-07-31,376510.OF,1.6
16,2018-08-31,376510.OF,1.526
17,2018-09-28,376510.OF,1.489
18,2018-10-31,376510.OF,1.364
19,2018-11-30,376510.OF,1.33
20,2018-12-28,376510.OF,1.242
21,2019-01-31,376510.OF,1.319
22,2019-02-28,376510.OF,1.492
23,2019-03-29,376510.OF,1.606
24,2019-04-30,376510.OF,1.645
25,2019-05-31,376510.OF,1.569
26,2019-06-28,376510.OF,1.623
27,2019-07-31,376510.OF,1.737
28,2019-08-30,376510.OF,1.77
29,2019-09-30,376510.OF,1.769
30,2019-10-31,376510.OF,1.831
31,2019-11-29,376510.OF,1.804
32,2019-12-31,376510.OF,1.932
33,2020-01-23,376510.OF,1.981
34,2020-02-28,376510.OF,2.02
35,2020-03-31,376510.OF,1.894
36,2020-04-30,376510.OF,2.028
37,2020-05-29,376510.OF,2.044
38,2020-06-30,376510.OF,2.236
39,2020-07-31,376510.OF,2.623
40,2020-08-31,376510.OF,2.759
41,2020-09-30,376510.OF,2.656
42,2020-10-30,376510.OF,2.759
43,2020-11-30,376510.OF,2.936
44,2020-12-31,376510.OF,3.151
45,2021-01-29,376510.OF,3.218
46,2021-02-26,376510.OF,3.1169
47,2021-03-31,376510.OF,3.0091
48,2021-04-30,376510.OF,3.1387
49,2021-05-31,376510.OF,3.2519
50,2021-06-30,376510.OF,3.3083
51,2021-07-30,376510.OF,3.5879
52,2021-08-31,376510.OF,3.5773
53,2021-09-30,376510.OF,3.3923
54,2021-10-29,376510.OF,3.4462
55,2021-11-30,376510.OF,3.4459
56,2021-12-31,376510.OF,3.4109
57,2022-01-28,376510.OF,3.0789
58,2022-02-28,376510.OF,3.0101
59,2022-03-01,376510.OF,3.0285
