,time,thscode,netAssetValue
0,2017-04-28,270026.OF,1.169
1,2017-05-31,270026.OF,1.1261
2,2017-06-30,270026.OF,1.1927
3,2017-07-31,270026.OF,1.1979
4,2017-08-31,270026.OF,1.2397
5,2017-09-29,270026.OF,1.2739
6,2017-10-31,270026.OF,1.2933
7,2017-11-30,270026.OF,1.2434
8,2017-12-29,270026.OF,1.239
9,2018-01-31,270026.OF,1.2137
10,2018-02-28,270026.OF,1.2135
11,2018-03-30,270026.OF,1.2174
12,2018-04-27,270026.OF,1.1592
13,2018-05-31,270026.OF,1.1584
14,2018-06-29,270026.OF,1.0623
15,2018-07-31,270026.OF,1.0419
16,2018-08-31,270026.OF,0.9627
17,2018-09-28,270026.OF,0.945
18,2018-10-31,270026.OF,0.8386
19,2018-11-30,270026.OF,0.8585
20,2018-12-28,270026.OF,0.8107
21,2019-01-31,270026.OF,0.8232
22,2019-02-28,270026.OF,0.986
23,2019-03-29,270026.OF,1.0683
24,2019-04-30,270026.OF,1.0214
25,2019-05-31,270026.OF,0.9399
26,2019-06-28,270026.OF,0.9606
27,2019-07-31,270026.OF,0.9739
28,2019-08-30,270026.OF,0.9779
29,2019-09-30,270026.OF,0.9924
30,2019-10-31,270026.OF,1.0067
31,2019-11-29,270026.OF,0.9984
32,2019-12-31,270026.OF,1.0814
33,2020-01-23,270026.OF,1.135
34,2020-02-28,270026.OF,1.1713
35,2020-03-31,270026.OF,1.0585
36,2020-04-30,270026.OF,1.1389
37,2020-05-29,270026.OF,1.1424
38,2020-06-30,270026.OF,1.2782
39,2020-07-31,270026.OF,1.4434
40,2020-08-31,270026.OF,1.4557
41,2020-09-30,270026.OF,1.3782
42,2020-10-30,270026.OF,1.403
43,2020-11-30,270026.OF,1.4195
44,2020-12-31,270026.OF,1.4728
45,2021-01-29,270026.OF,1.5124
46,2021-02-26,270026.OF,1.4905
47,2021-03-31,270026.OF,1.4049
48,2021-04-30,270026.OF,1.4559
49,2021-05-31,270026.OF,1.5066
50,2021-06-30,270026.OF,1.5565
51,2021-07-30,270026.OF,1.5204
52,2021-08-31,270026.OF,1.5516
53,2021-09-30,270026.OF,1.5279
54,2021-10-29,270026.OF,1.5753
55,2021-11-30,270026.OF,1.6165
56,2021-12-31,270026.OF,1.6317
57,2022-01-28,270026.OF,1.4758
58,2022-02-28,270026.OF,1.5128
59,2022-03-01,270026.OF,1.5113
