,time,thscode,netAssetValue
0,2017-04-28,585001.OF,1.156
1,2017-05-31,585001.OF,1.111
2,2017-06-30,585001.OF,1.193
3,2017-07-31,585001.OF,1.186
4,2017-08-31,585001.OF,1.223
5,2017-09-29,585001.OF,1.265
6,2017-10-31,585001.OF,1.289
7,2017-11-30,585001.OF,1.251
8,2017-12-29,585001.OF,1.253
9,2018-01-31,585001.OF,1.226
10,2018-02-28,585001.OF,1.217
11,2018-03-30,585001.OF,1.238
12,2018-04-27,585001.OF,1.184
13,2018-05-31,585001.OF,1.179
14,2018-06-29,585001.OF,1.08
15,2018-07-31,585001.OF,1.078
16,2018-08-31,585001.OF,1.009
17,2018-09-28,585001.OF,1.005
18,2018-10-31,585001.OF,0.892
19,2018-11-30,585001.OF,0.918
20,2018-12-28,585001.OF,0.867
21,2019-01-31,585001.OF,0.876
22,2019-02-28,585001.OF,1.04
23,2019-03-29,585001.OF,1.088
24,2019-04-30,585001.OF,1.052
25,2019-05-31,585001.OF,0.971
26,2019-06-28,585001.OF,1.009
27,2019-07-31,585001.OF,1.029
28,2019-08-30,585001.OF,1.038
29,2019-09-30,585001.OF,1.061
30,2019-10-31,585001.OF,1.066
31,2019-11-29,585001.OF,1.073
32,2019-12-31,585001.OF,1.158
33,2020-01-23,585001.OF,1.215
34,2020-02-28,585001.OF,1.26
35,2020-03-31,585001.OF,1.138
36,2020-04-30,585001.OF,1.229
37,2020-05-29,585001.OF,1.2181
38,2020-06-30,585001.OF,1.3792
39,2020-07-31,585001.OF,1.6076
40,2020-08-31,585001.OF,1.5952
41,2020-09-30,585001.OF,1.515
42,2020-10-30,585001.OF,1.5506
43,2020-11-30,585001.OF,1.641
44,2020-12-31,585001.OF,1.7486
45,2021-01-29,585001.OF,1.8312
46,2021-02-26,585001.OF,1.7552
47,2021-03-31,585001.OF,1.6405
48,2021-04-30,585001.OF,1.7273
49,2021-05-31,585001.OF,1.8261
50,2021-06-30,585001.OF,1.9098
51,2021-07-30,585001.OF,1.9412
52,2021-08-31,585001.OF,1.9105
53,2021-09-30,585001.OF,1.8561
54,2021-10-29,585001.OF,1.8892
55,2021-11-30,585001.OF,1.8938
56,2021-12-31,585001.OF,1.8852
57,2022-01-28,585001.OF,1.6727
58,2022-02-28,585001.OF,1.6995
59,2022-03-01,585001.OF,1.699
