,time,thscode,netAssetValue
0,2017-04-28,002310.OF,1.0014
1,2017-05-31,002310.OF,1.0151
2,2017-06-30,002310.OF,1.068
3,2017-07-31,002310.OF,1.0976
4,2017-08-31,002310.OF,1.1139
5,2017-09-29,002310.OF,1.1269
6,2017-10-31,002310.OF,1.1733
7,2017-11-30,002310.OF,1.1797
8,2017-12-29,002310.OF,1.0503
9,2018-01-31,002310.OF,1.1258
10,2018-02-28,002310.OF,1.0659
11,2018-03-30,002310.OF,1.0334
12,2018-04-27,002310.OF,0.9992
13,2018-05-31,002310.OF,1.0076
14,2018-06-29,002310.OF,0.9425
15,2018-07-31,002310.OF,0.9545
16,2018-08-31,002310.OF,0.9092
17,2018-09-28,002310.OF,0.9367
18,2018-10-31,002310.OF,0.8626
19,2018-11-30,002310.OF,0.8609
20,2018-12-28,002310.OF,0.8219
21,2019-01-31,002310.OF,0.867
22,2019-02-28,002310.OF,0.9723
23,2019-03-29,002310.OF,1.029
24,2019-04-30,002310.OF,1.0502
25,2019-05-31,002310.OF,0.9843
26,2019-06-28,002310.OF,1.0382
27,2019-07-31,002310.OF,1.0622
28,2019-08-30,002310.OF,1.0774
29,2019-09-30,002310.OF,1.0864
30,2019-10-31,002310.OF,1.1058
31,2019-11-29,002310.OF,1.0975
32,2019-12-31,002310.OF,1.1732
33,2020-01-23,002310.OF,1.1556
34,2020-02-28,002310.OF,1.1531
35,2020-03-31,002310.OF,1.0863
36,2020-04-30,002310.OF,1.157
37,2020-05-29,002310.OF,1.1488
38,2020-06-30,002310.OF,1.2711
39,2020-07-31,002310.OF,1.4554
40,2020-08-31,002310.OF,1.5179
41,2020-09-30,002310.OF,1.4585
42,2020-10-30,002310.OF,1.4911
43,2020-11-30,002310.OF,1.5601
44,2020-12-31,002310.OF,1.6623
45,2021-01-29,002310.OF,1.718
46,2021-02-26,002310.OF,1.71
47,2021-03-31,002310.OF,1.6377
48,2021-04-30,002310.OF,1.6802
49,2021-05-31,002310.OF,1.7511
50,2021-06-30,002310.OF,1.738
51,2021-07-30,002310.OF,1.6122
52,2021-08-31,002310.OF,1.6281
53,2021-09-30,002310.OF,1.6333
54,2021-10-29,002310.OF,1.6347
55,2021-11-30,002310.OF,1.626
56,2021-12-31,002310.OF,1.6409
57,2022-01-28,002310.OF,1.5204
58,2022-02-28,002310.OF,1.5219
59,2022-03-01,002310.OF,1.5321
