,time,thscode,netAssetValue
0,2017-04-28,162413.OF,0.7685
1,2017-05-31,162413.OF,0.7126
2,2017-06-30,162413.OF,0.7381
3,2017-07-31,162413.OF,0.7369
4,2017-08-31,162413.OF,0.759
5,2017-09-29,162413.OF,0.7733
6,2017-10-31,162413.OF,0.7523
7,2017-11-30,162413.OF,0.7071
8,2017-12-29,162413.OF,0.6661
9,2018-01-31,162413.OF,0.6443
10,2018-02-28,162413.OF,1.0091
11,2018-03-30,162413.OF,1.0412
12,2018-04-27,162413.OF,0.9986
13,2018-05-31,162413.OF,0.9697
14,2018-06-29,162413.OF,0.8687
15,2018-07-31,162413.OF,0.8573
16,2018-08-31,162413.OF,0.7857
17,2018-09-28,162413.OF,0.7743
18,2018-10-31,162413.OF,0.6892
19,2018-11-30,162413.OF,0.7252
20,2018-12-28,162413.OF,0.6686
21,2019-01-31,162413.OF,0.6574
22,2019-02-28,162413.OF,0.7952
23,2019-03-29,162413.OF,0.8794
24,2019-04-30,162413.OF,0.8494
25,2019-05-31,162413.OF,0.8061
26,2019-06-28,162413.OF,0.8077
27,2019-07-31,162413.OF,0.7945
28,2019-08-30,162413.OF,0.7935
29,2019-09-30,162413.OF,0.8021
30,2019-10-31,162413.OF,0.805
31,2019-11-29,162413.OF,0.7888
32,2019-12-31,162413.OF,0.8217
33,2020-01-23,162413.OF,0.841
34,2020-02-28,162413.OF,0.8673
35,2020-03-31,162413.OF,0.8074
36,2020-04-30,162413.OF,0.8435
37,2020-05-29,162413.OF,0.8691
38,2020-06-30,162413.OF,0.9456
39,2020-07-31,162413.OF,1.0676
40,2020-08-31,162413.OF,1.0865
41,2020-09-30,162413.OF,1.0019
42,2020-10-30,162413.OF,0.972
43,2020-11-30,162413.OF,0.9877
44,2020-12-31,162413.OF,0.9899
45,2021-01-29,162413.OF,0.9406
46,2021-02-26,162413.OF,0.9437
47,2021-03-31,162413.OF,0.9382
48,2021-04-30,162413.OF,0.9524
49,2021-05-31,162413.OF,1.0183
50,2021-06-30,162413.OF,1.0609
51,2021-07-30,162413.OF,1.0859
52,2021-08-31,162413.OF,1.1567
53,2021-09-30,162413.OF,1.1115
54,2021-10-29,162413.OF,1.1079
55,2021-11-30,162413.OF,1.2033
56,2021-12-31,162413.OF,1.1948
57,2022-01-28,162413.OF,1.0488
58,2022-02-28,162413.OF,1.1107
59,2022-03-01,162413.OF,1.1119
