,time,thscode,netAssetValue
0,2017-04-28,159935.OF,1.6116
1,2017-05-31,159935.OF,1.522
2,2017-06-30,159935.OF,1.6096
3,2017-07-31,159935.OF,1.6562
4,2017-08-31,159935.OF,1.704
5,2017-09-29,159935.OF,1.7458
6,2017-10-31,159935.OF,1.7394
7,2017-11-30,159935.OF,1.6685
8,2017-12-29,159935.OF,1.6666
9,2018-01-31,159935.OF,1.6522
10,2018-02-28,159935.OF,1.6098
11,2018-03-30,159935.OF,1.6347
12,2018-04-27,159935.OF,1.571
13,2018-05-31,159935.OF,1.5509
14,2018-06-29,159935.OF,1.418
15,2018-07-31,159935.OF,1.4151
16,2018-08-31,159935.OF,1.32
17,2018-09-28,159935.OF,1.3191
18,2018-10-31,159935.OF,1.1801
19,2018-11-30,159935.OF,1.2094
20,2018-12-28,159935.OF,1.152
21,2019-01-31,159935.OF,1.1557
22,2019-02-28,159935.OF,1.3861
23,2019-03-29,159935.OF,1.529
24,2019-04-30,159935.OF,1.4659
25,2019-05-31,159935.OF,1.3649
26,2019-06-28,159935.OF,1.3788
27,2019-07-31,159935.OF,1.3717
28,2019-08-30,159935.OF,1.3682
29,2019-09-30,159935.OF,1.3828
30,2019-10-31,159935.OF,1.3763
31,2019-11-29,159935.OF,1.3703
32,2019-12-31,159935.OF,1.4679
33,2020-01-23,159935.OF,1.4976
34,2020-02-28,159935.OF,1.5189
35,2020-03-31,159935.OF,1.4089
36,2020-04-30,159935.OF,1.495
37,2020-05-29,159935.OF,1.5157
38,2020-06-30,159935.OF,1.6468
39,2020-07-31,159935.OF,1.8521
40,2020-08-31,159935.OF,1.9162
41,2020-09-30,159935.OF,1.8165
42,2020-10-30,159935.OF,1.8088
43,2020-11-30,159935.OF,1.8719
44,2020-12-31,159935.OF,1.8884
45,2021-01-29,159935.OF,1.8832
46,2021-02-26,159935.OF,1.888
47,2021-03-31,159935.OF,1.8547
48,2021-04-30,159935.OF,1.9256
49,2021-05-31,159935.OF,2.0066
50,2021-06-30,159935.OF,2.0413
51,2021-07-30,159935.OF,2.0382
52,2021-08-31,159935.OF,2.1828
53,2021-09-30,159935.OF,2.1361
54,2021-10-29,159935.OF,2.1119
55,2021-11-30,159935.OF,2.1809
56,2021-12-31,159935.OF,2.2068
57,2022-01-28,159935.OF,1.975
58,2022-02-28,159935.OF,2.055
59,2022-03-01,159935.OF,2.0611
