,time,thscode,netAssetValue
0,2017-04-28,510270.OF,1.02
1,2017-05-31,510270.OF,1.048
2,2017-06-30,510270.OF,1.08
3,2017-07-31,510270.OF,1.131
4,2017-08-31,510270.OF,1.156
5,2017-09-29,510270.OF,1.141
6,2017-10-31,510270.OF,1.162
7,2017-11-30,510270.OF,1.17
8,2017-12-29,510270.OF,1.161
9,2018-01-31,510270.OF,1.255
10,2018-02-28,510270.OF,1.163
11,2018-03-30,510270.OF,1.1
12,2018-04-27,510270.OF,1.078
13,2018-05-31,510270.OF,1.071
14,2018-06-29,510270.OF,1.004
15,2018-07-31,510270.OF,1.037
16,2018-08-31,510270.OF,0.998
17,2018-09-28,510270.OF,1.04
18,2018-10-31,510270.OF,0.979
19,2018-11-30,510270.OF,0.963
20,2018-12-28,510270.OF,0.931
21,2019-01-31,510270.OF,0.988
22,2019-02-28,510270.OF,1.096
23,2019-03-29,510270.OF,1.126
24,2019-04-30,510270.OF,1.143
25,2019-05-31,510270.OF,1.065
26,2019-06-28,510270.OF,1.136
27,2019-07-31,510270.OF,1.138
28,2019-08-30,510270.OF,1.109
29,2019-09-30,510270.OF,1.114
30,2019-10-31,510270.OF,1.123
31,2019-11-29,510270.OF,1.105
32,2019-12-31,510270.OF,1.176
33,2020-01-23,510270.OF,1.113
34,2020-02-28,510270.OF,1.071
35,2020-03-31,510270.OF,1.027
36,2020-04-30,510270.OF,1.074
37,2020-05-29,510270.OF,1.056
38,2020-06-30,510270.OF,1.104
39,2020-07-31,510270.OF,1.24
40,2020-08-31,510270.OF,1.288
41,2020-09-30,510270.OF,1.231
42,2020-10-30,510270.OF,1.235
43,2020-11-30,510270.OF,1.316
44,2020-12-31,510270.OF,1.342
45,2021-01-29,510270.OF,1.365
46,2021-02-26,510270.OF,1.399
47,2021-03-31,510270.OF,1.361
48,2021-04-30,510270.OF,1.342
49,2021-05-31,510270.OF,1.422
50,2021-06-30,510270.OF,1.371
51,2021-07-30,510270.OF,1.267
52,2021-08-31,510270.OF,1.329
53,2021-09-30,510270.OF,1.356
54,2021-10-29,510270.OF,1.363
55,2021-11-30,510270.OF,1.324
56,2021-12-31,510270.OF,1.367
57,2022-01-28,510270.OF,1.311
58,2022-02-28,510270.OF,1.332
59,2022-03-01,510270.OF,1.347
