,time,thscode,netAssetValue
0,2017-04-28,000913.OF,1.0333
1,2017-05-31,000913.OF,0.9241
2,2017-06-30,000913.OF,0.9576
3,2017-07-31,000913.OF,0.9398
4,2017-08-31,000913.OF,0.9661
5,2017-09-29,000913.OF,0.9765
6,2017-10-31,000913.OF,1.0319
7,2017-11-30,000913.OF,0.9795
8,2017-12-29,000913.OF,1.0214
9,2018-01-31,000913.OF,0.9933
10,2018-02-28,000913.OF,0.9829
11,2018-03-30,000913.OF,1.0988
12,2018-04-27,000913.OF,1.155
13,2018-05-31,000913.OF,1.2304
14,2018-06-29,000913.OF,1.1981
15,2018-07-31,000913.OF,1.1348
16,2018-08-31,000913.OF,1.0546
17,2018-09-28,000913.OF,1.0565
18,2018-10-31,000913.OF,0.9245
19,2018-11-30,000913.OF,0.9685
20,2018-12-28,000913.OF,0.8743
21,2019-01-31,000913.OF,0.8951
22,2019-02-28,000913.OF,1.0685
23,2019-03-29,000913.OF,1.2117
24,2019-04-30,000913.OF,1.2078
25,2019-05-31,000913.OF,1.1795
26,2019-06-28,000913.OF,1.2241
27,2019-07-31,000913.OF,1.2384
28,2019-08-30,000913.OF,1.4299
29,2019-09-30,000913.OF,1.4873
30,2019-10-31,000913.OF,1.5759
31,2019-11-29,000913.OF,1.5521
32,2019-12-31,000913.OF,1.5693
33,2020-01-23,000913.OF,1.7044
34,2020-02-28,000913.OF,1.7843
35,2020-03-31,000913.OF,1.6939
36,2020-04-30,000913.OF,1.8993
37,2020-05-29,000913.OF,2.0965
38,2020-06-30,000913.OF,2.5245
39,2020-07-31,000913.OF,2.8148
40,2020-08-31,000913.OF,2.7404
41,2020-09-30,000913.OF,2.5927
42,2020-10-30,000913.OF,2.7369
43,2020-11-30,000913.OF,2.4329
44,2020-12-31,000913.OF,2.7922
45,2021-01-29,000913.OF,3.0471
46,2021-02-26,000913.OF,2.9435
47,2021-03-31,000913.OF,2.748
48,2021-04-30,000913.OF,3.1743
49,2021-05-31,000913.OF,3.4097
50,2021-06-30,000913.OF,3.5488
51,2021-07-30,000913.OF,3.141
52,2021-08-31,000913.OF,2.8049
53,2021-09-30,000913.OF,3.1151
54,2021-10-29,000913.OF,2.8043
55,2021-11-30,000913.OF,2.8466
56,2021-12-31,000913.OF,2.6123
57,2022-01-28,000913.OF,2.1103
58,2022-02-28,000913.OF,2.1901
59,2022-03-01,000913.OF,2.2002
