,time,thscode,netAssetValue
0,2017-04-28,001054.OF,0.939
1,2017-05-31,001054.OF,0.922
2,2017-06-30,001054.OF,0.978
3,2017-07-31,001054.OF,1.007
4,2017-08-31,001054.OF,1.039
5,2017-09-29,001054.OF,1.06
6,2017-10-31,001054.OF,1.08
7,2017-11-30,001054.OF,1.054
8,2017-12-29,001054.OF,1.065
9,2018-01-31,001054.OF,1.149
10,2018-02-28,001054.OF,1.099
11,2018-03-30,001054.OF,1.111
12,2018-04-27,001054.OF,1.069
13,2018-05-31,001054.OF,1.033
14,2018-06-29,001054.OF,0.966
15,2018-07-31,001054.OF,0.97
16,2018-08-31,001054.OF,0.934
17,2018-09-28,001054.OF,0.944
18,2018-10-31,001054.OF,0.883
19,2018-11-30,001054.OF,0.895
20,2018-12-28,001054.OF,0.849
21,2019-01-31,001054.OF,0.904
22,2019-02-28,001054.OF,1.036
23,2019-03-29,001054.OF,1.088
24,2019-04-30,001054.OF,1.114
25,2019-05-31,001054.OF,1.062
26,2019-06-28,001054.OF,1.124
27,2019-07-31,001054.OF,1.162
28,2019-08-30,001054.OF,1.181
29,2019-09-30,001054.OF,1.204
30,2019-10-31,001054.OF,1.22
31,2019-11-29,001054.OF,1.232
32,2019-12-31,001054.OF,1.31
33,2020-01-23,001054.OF,1.353
34,2020-02-28,001054.OF,1.44
35,2020-03-31,001054.OF,1.342
36,2020-04-30,001054.OF,1.471
37,2020-05-29,001054.OF,1.505
38,2020-06-30,001054.OF,1.716
39,2020-07-31,001054.OF,1.998
40,2020-08-31,001054.OF,2.114
41,2020-09-30,001054.OF,1.999
42,2020-10-30,001054.OF,2.153
43,2020-11-30,001054.OF,2.333
44,2020-12-31,001054.OF,2.672
45,2021-01-29,001054.OF,2.801
46,2021-02-26,001054.OF,2.775
47,2021-03-31,001054.OF,2.675
48,2021-04-30,001054.OF,2.935
49,2021-05-31,001054.OF,3.111
50,2021-06-30,001054.OF,3.243
51,2021-07-30,001054.OF,3.222
52,2021-08-31,001054.OF,3.383
53,2021-09-30,001054.OF,3.296
54,2021-10-29,001054.OF,3.452
55,2021-11-30,001054.OF,3.474
56,2021-12-31,001054.OF,3.423
57,2022-01-28,001054.OF,3.083
58,2022-02-28,001054.OF,3.107
59,2022-03-01,001054.OF,3.137
