,time,thscode,netAssetValue
0,2017-04-28,240014.OF,1.0799
1,2017-05-31,240014.OF,1.133
2,2017-06-30,240014.OF,1.1925
3,2017-07-31,240014.OF,1.2286
4,2017-08-31,240014.OF,1.2597
5,2017-09-29,240014.OF,1.2639
6,2017-10-31,240014.OF,1.3377
7,2017-11-30,240014.OF,1.3512
8,2017-12-29,240014.OF,1.3594
9,2018-01-31,240014.OF,1.474
10,2018-02-28,240014.OF,1.3806
11,2018-03-30,240014.OF,1.3202
12,2018-04-27,240014.OF,1.274
13,2018-05-31,240014.OF,1.294
14,2018-06-29,240014.OF,1.2238
15,2018-07-31,240014.OF,1.2458
16,2018-08-31,240014.OF,1.1985
17,2018-09-28,240014.OF,1.2497
18,2018-10-31,240014.OF,1.1604
19,2018-11-30,240014.OF,1.1606
20,2018-12-28,240014.OF,1.1024
21,2019-01-31,240014.OF,1.1853
22,2019-02-28,240014.OF,1.3318
23,2019-03-29,240014.OF,1.3826
24,2019-04-30,240014.OF,1.4202
25,2019-05-31,240014.OF,1.3262
26,2019-06-28,240014.OF,1.4225
27,2019-07-31,240014.OF,1.4553
28,2019-08-30,240014.OF,1.4565
29,2019-09-30,240014.OF,1.4572
30,2019-10-31,240014.OF,1.4883
31,2019-11-29,240014.OF,1.4628
32,2019-12-31,240014.OF,1.5529
33,2020-01-23,240014.OF,1.5112
34,2020-02-28,240014.OF,1.4847
35,2020-03-31,240014.OF,1.3992
36,2020-04-30,240014.OF,1.4872
37,2020-05-29,240014.OF,1.4729
38,2020-06-30,240014.OF,1.5894
39,2020-07-31,240014.OF,1.8161
40,2020-08-31,240014.OF,1.9067
41,2020-09-30,240014.OF,1.8449
42,2020-10-30,240014.OF,1.9092
43,2020-11-30,240014.OF,2.035
44,2020-12-31,240014.OF,2.1497
45,2021-01-29,240014.OF,2.2186
46,2021-02-26,240014.OF,2.2152
47,2021-03-31,240014.OF,2.0921
48,2021-04-30,240014.OF,2.1226
49,2021-05-31,240014.OF,2.1854
50,2021-06-30,240014.OF,2.1393
51,2021-07-30,240014.OF,1.9256
52,2021-08-31,240014.OF,1.9192
53,2021-09-30,240014.OF,1.9852
54,2021-10-29,240014.OF,2.0166
55,2021-11-30,240014.OF,1.9612
56,2021-12-31,240014.OF,2.0178
57,2022-01-28,240014.OF,1.8898
58,2022-02-28,240014.OF,1.8792
59,2022-03-01,240014.OF,1.8993
