,time,thscode,netAssetValue
0,2017-04-28,290010.OF,1.038
1,2017-05-31,290010.OF,0.998
2,2017-06-30,290010.OF,1.054
3,2017-07-31,290010.OF,1.074
4,2017-08-31,290010.OF,1.098
5,2017-09-29,290010.OF,1.102
6,2017-10-31,290010.OF,1.115
7,2017-11-30,290010.OF,1.084
8,2017-12-29,290010.OF,1.088
9,2018-01-31,290010.OF,1.093
10,2018-02-28,290010.OF,1.06
11,2018-03-30,290010.OF,1.059
12,2018-04-27,290010.OF,1.018
13,2018-05-31,290010.OF,1.027
14,2018-06-29,290010.OF,0.941
15,2018-07-31,290010.OF,0.932
16,2018-08-31,290010.OF,0.868
17,2018-09-28,290010.OF,0.871
18,2018-10-31,290010.OF,0.787
19,2018-11-30,290010.OF,0.807
20,2018-12-28,290010.OF,0.768
21,2019-01-31,290010.OF,0.79
22,2019-02-28,290010.OF,0.932
23,2019-03-29,290010.OF,1.002
24,2019-04-30,290010.OF,0.97
25,2019-05-31,290010.OF,0.909
26,2019-06-28,290010.OF,0.932
27,2019-07-31,290010.OF,0.943
28,2019-08-30,290010.OF,0.94
29,2019-09-30,290010.OF,0.945
30,2019-10-31,290010.OF,0.956
31,2019-11-29,290010.OF,0.958
32,2019-12-31,290010.OF,1.033
33,2020-01-23,290010.OF,1.045
34,2020-02-28,290010.OF,1.064
35,2020-03-31,290010.OF,0.981
36,2020-04-30,290010.OF,1.04
37,2020-05-29,290010.OF,1.037
38,2020-06-30,290010.OF,1.14
39,2020-07-31,290010.OF,1.326
40,2020-08-31,290010.OF,1.325
41,2020-09-30,290010.OF,1.247
42,2020-10-30,290010.OF,1.256
43,2020-11-30,290010.OF,1.295
44,2020-12-31,290010.OF,1.354
45,2021-01-29,290010.OF,1.377
46,2021-02-26,290010.OF,1.36
47,2021-03-31,290010.OF,1.294
48,2021-04-30,290010.OF,1.337
49,2021-05-31,290010.OF,1.415
50,2021-06-30,290010.OF,1.435
51,2021-07-30,290010.OF,1.43
52,2021-08-31,290010.OF,1.451
53,2021-09-30,290010.OF,1.405
54,2021-10-29,290010.OF,1.406
55,2021-11-30,290010.OF,1.417
56,2021-12-31,290010.OF,1.425
57,2022-01-28,290010.OF,1.29
58,2022-02-28,290010.OF,1.317
59,2022-03-01,290010.OF,1.321
