,time,thscode,netAssetValue
0,2017-04-28,399011.OF,1.328
1,2017-05-31,399011.OF,1.357
2,2017-06-30,399011.OF,1.449
3,2017-07-31,399011.OF,1.374
4,2017-08-31,399011.OF,1.396
5,2017-09-29,399011.OF,1.447
6,2017-10-31,399011.OF,1.603
7,2017-11-30,399011.OF,1.564
8,2017-12-29,399011.OF,1.658
9,2018-01-31,399011.OF,1.667
10,2018-02-28,399011.OF,1.659
11,2018-03-30,399011.OF,1.86
12,2018-04-27,399011.OF,1.822
13,2018-05-31,399011.OF,1.901
14,2018-06-29,399011.OF,1.797
15,2018-07-31,399011.OF,1.693
16,2018-08-31,399011.OF,1.603
17,2018-09-28,399011.OF,1.527
18,2018-10-31,399011.OF,1.395
19,2018-11-30,399011.OF,1.439
20,2018-12-28,399011.OF,1.265
21,2019-01-31,399011.OF,1.28
22,2019-02-28,399011.OF,1.518
23,2019-03-29,399011.OF,1.647
24,2019-04-30,399011.OF,1.596
25,2019-05-31,399011.OF,1.546
26,2019-06-28,399011.OF,1.569
27,2019-07-31,399011.OF,1.574
28,2019-08-30,399011.OF,1.672
29,2019-09-30,399011.OF,1.658
30,2019-10-31,399011.OF,1.709
31,2019-11-29,399011.OF,1.7
32,2019-12-31,399011.OF,1.657
33,2020-01-23,399011.OF,1.723
34,2020-02-28,399011.OF,1.733
35,2020-03-31,399011.OF,1.634
36,2020-04-30,399011.OF,1.718
37,2020-05-29,399011.OF,1.83
38,2020-06-30,399011.OF,2.165
39,2020-07-31,399011.OF,2.389
40,2020-08-31,399011.OF,2.403
41,2020-09-30,399011.OF,2.172
42,2020-10-30,399011.OF,2.219
43,2020-11-30,399011.OF,2.063
44,2020-12-31,399011.OF,2.368
45,2021-01-29,399011.OF,2.491
46,2021-02-26,399011.OF,2.339
47,2021-03-31,399011.OF,2.272
48,2021-04-30,399011.OF,2.522
49,2021-05-31,399011.OF,2.642
50,2021-06-30,399011.OF,2.573
51,2021-07-30,399011.OF,2.267
52,2021-08-31,399011.OF,2.085
53,2021-09-30,399011.OF,2.207
54,2021-10-29,399011.OF,2.036
55,2021-11-30,399011.OF,2.068
56,2021-12-31,399011.OF,1.863
57,2022-01-28,399011.OF,1.492
58,2022-02-28,399011.OF,1.561
59,2022-03-01,399011.OF,1.574
