,time,thscode,netAssetValue
0,2017-04-28,003230.OF,0.992
1,2017-05-31,003230.OF,1.054
2,2017-06-30,003230.OF,1.069
3,2017-07-31,003230.OF,1.069
4,2017-08-31,003230.OF,1.079
5,2017-09-29,003230.OF,1.093
6,2017-10-31,003230.OF,1.1
7,2017-11-30,003230.OF,1.089
8,2017-12-29,003230.OF,1.087
9,2018-01-31,003230.OF,1.074
10,2018-02-28,003230.OF,1.083
11,2018-03-30,003230.OF,1.023
12,2018-04-27,003230.OF,1.022
13,2018-05-31,003230.OF,1.023
14,2018-06-29,003230.OF,1.024
15,2018-07-31,003230.OF,1.049
16,2018-08-31,003230.OF,1.048
17,2018-09-28,003230.OF,1.049
18,2018-10-31,003230.OF,1.0
19,2018-11-30,003230.OF,1.0155
20,2018-12-28,003230.OF,0.896
21,2019-01-31,003230.OF,0.9199
22,2019-02-28,003230.OF,1.0905
23,2019-03-29,003230.OF,1.2349
24,2019-04-30,003230.OF,1.2282
25,2019-05-31,003230.OF,1.222
26,2019-06-28,003230.OF,1.3013
27,2019-07-31,003230.OF,1.3054
28,2019-08-30,003230.OF,1.4249
29,2019-09-30,003230.OF,1.478
30,2019-10-31,003230.OF,1.5876
31,2019-11-29,003230.OF,1.5438
32,2019-12-31,003230.OF,1.5675
33,2020-01-23,003230.OF,1.7171
34,2020-02-28,003230.OF,1.8161
35,2020-03-31,003230.OF,1.9136
36,2020-04-30,003230.OF,2.1172
37,2020-05-29,003230.OF,2.3743
38,2020-06-30,003230.OF,2.8712
39,2020-07-31,003230.OF,2.9959
40,2020-08-31,003230.OF,2.9603
41,2020-09-30,003230.OF,2.7569
42,2020-10-30,003230.OF,2.8873
43,2020-11-30,003230.OF,2.6205
44,2020-12-31,003230.OF,2.9723
45,2021-01-29,003230.OF,3.1687
46,2021-02-26,003230.OF,2.9553
47,2021-03-31,003230.OF,2.9944
48,2021-04-30,003230.OF,3.3894
49,2021-05-31,003230.OF,3.5169
50,2021-06-30,003230.OF,3.6615
51,2021-07-30,003230.OF,3.268
52,2021-08-31,003230.OF,3.0985
53,2021-09-30,003230.OF,3.3342
54,2021-10-29,003230.OF,3.1287
55,2021-11-30,003230.OF,3.2858
56,2021-12-31,003230.OF,3.0859
57,2022-01-28,003230.OF,2.4949
58,2022-02-28,003230.OF,2.6191
59,2022-03-01,003230.OF,2.6267
