,time,thscode,netAssetValue
0,2017-04-28,004346.OF,1.2299
1,2017-05-31,004346.OF,1.2375
2,2017-06-30,004346.OF,1.2875
3,2017-07-31,004346.OF,1.3291
4,2017-08-31,004346.OF,1.3487
5,2017-09-29,004346.OF,1.3276
6,2017-10-31,004346.OF,1.3563
7,2017-11-30,004346.OF,1.3619
8,2017-12-29,004346.OF,1.3493
9,2018-01-31,004346.OF,1.4198
10,2018-02-28,004346.OF,1.3251
11,2018-03-30,004346.OF,1.2567
12,2018-04-27,004346.OF,1.2251
13,2018-05-31,004346.OF,1.2294
14,2018-06-29,004346.OF,1.1499
15,2018-07-31,004346.OF,1.1851
16,2018-08-31,004346.OF,1.1445
17,2018-09-28,004346.OF,1.1688
18,2018-10-31,004346.OF,1.0881
19,2018-11-30,004346.OF,1.0802
20,2018-12-28,004346.OF,1.0551
21,2019-01-31,004346.OF,1.0811
22,2019-02-28,004346.OF,1.2157
23,2019-03-29,004346.OF,1.2559
24,2019-04-30,004346.OF,1.2549
25,2019-05-31,004346.OF,1.1631
26,2019-06-28,004346.OF,1.2168
27,2019-07-31,004346.OF,1.2285
28,2019-08-30,004346.OF,1.2021
29,2019-09-30,004346.OF,1.1991
30,2019-10-31,004346.OF,1.2008
31,2019-11-29,004346.OF,1.195
32,2019-12-31,004346.OF,1.2769
33,2020-01-23,004346.OF,1.2298
34,2020-02-28,004346.OF,1.2103
35,2020-03-31,004346.OF,1.1534
36,2020-04-30,004346.OF,1.1756
37,2020-05-29,004346.OF,1.1428
38,2020-06-30,004346.OF,1.1824
39,2020-07-31,004346.OF,1.3551
40,2020-08-31,004346.OF,1.4228
41,2020-09-30,004346.OF,1.3722
42,2020-10-30,004346.OF,1.4038
43,2020-11-30,004346.OF,1.5107
44,2020-12-31,004346.OF,1.4824
45,2021-01-29,004346.OF,1.4891
46,2021-02-26,004346.OF,1.542
47,2021-03-31,004346.OF,1.5096
48,2021-04-30,004346.OF,1.5101
49,2021-05-31,004346.OF,1.5292
50,2021-06-30,004346.OF,1.5077
51,2021-07-30,004346.OF,1.4702
52,2021-08-31,004346.OF,1.6105
53,2021-09-30,004346.OF,1.6214
54,2021-10-29,004346.OF,1.5977
55,2021-11-30,004346.OF,1.5561
56,2021-12-31,004346.OF,1.6357
57,2022-01-28,004346.OF,1.5694
58,2022-02-28,004346.OF,1.6001
59,2022-03-01,004346.OF,1.6138
