,time,thscode,netAssetValue
0,2017-04-28,003958.OF,1.0034
1,2017-05-31,003958.OF,1.0028
2,2017-06-30,003958.OF,1.0066
3,2017-07-31,003958.OF,1.0092
4,2017-08-31,003958.OF,1.0046
5,2017-09-29,003958.OF,1.0084
6,2017-10-31,003958.OF,1.053
7,2017-11-30,003958.OF,1.0602
8,2017-12-29,003958.OF,1.0722
9,2018-01-31,003958.OF,1.1435
10,2018-02-28,003958.OF,1.0853
11,2018-03-30,003958.OF,1.059
12,2018-04-27,003958.OF,1.0194
13,2018-05-31,003958.OF,1.0412
14,2018-06-29,003958.OF,0.9803
15,2018-07-31,003958.OF,0.9956
16,2018-08-31,003958.OF,0.949
17,2018-09-28,003958.OF,0.9797
18,2018-10-31,003958.OF,0.9058
19,2018-11-30,003958.OF,0.9034
20,2018-12-28,003958.OF,0.8637
21,2019-01-31,003958.OF,0.9225
22,2019-02-28,003958.OF,1.0348
23,2019-03-29,003958.OF,1.0935
24,2019-04-30,003958.OF,1.11
25,2019-05-31,003958.OF,1.0427
26,2019-06-28,003958.OF,1.1104
27,2019-07-31,003958.OF,1.1197
28,2019-08-30,003958.OF,1.1162
29,2019-09-30,003958.OF,1.1264
30,2019-10-31,003958.OF,1.1555
31,2019-11-29,003958.OF,1.154
32,2019-12-31,003958.OF,1.2394
33,2020-01-23,003958.OF,1.2247
34,2020-02-28,003958.OF,1.2309
35,2020-03-31,003958.OF,1.1551
36,2020-04-30,003958.OF,1.2377
37,2020-05-29,003958.OF,1.2357
38,2020-06-30,003958.OF,1.354
39,2020-07-31,003958.OF,1.574
40,2020-08-31,003958.OF,1.6383
41,2020-09-30,003958.OF,1.5855
42,2020-10-30,003958.OF,1.6402
43,2020-11-30,003958.OF,1.7456
44,2020-12-31,003958.OF,1.8592
45,2021-01-29,003958.OF,1.9137
46,2021-02-26,003958.OF,1.9083
47,2021-03-31,003958.OF,1.8056
48,2021-04-30,003958.OF,1.838
49,2021-05-31,003958.OF,1.9024
50,2021-06-30,003958.OF,1.9051
51,2021-07-30,003958.OF,1.7774
52,2021-08-31,003958.OF,1.7922
53,2021-09-30,003958.OF,1.8185
54,2021-10-29,003958.OF,1.8342
55,2021-11-30,003958.OF,1.7991
56,2021-12-31,003958.OF,1.8121
57,2022-01-28,003958.OF,1.6537
58,2022-02-28,003958.OF,1.6663
59,2022-03-01,003958.OF,1.6798
