,time,thscode,netAssetValue
0,2017-04-28,001105.OF,0.67
1,2017-05-31,001105.OF,0.662
2,2017-06-30,001105.OF,0.716
3,2017-07-31,001105.OF,0.733
4,2017-08-31,001105.OF,0.745
5,2017-09-29,001105.OF,0.774
6,2017-10-31,001105.OF,0.788
7,2017-11-30,001105.OF,0.749
8,2017-12-29,001105.OF,0.779
9,2018-01-31,001105.OF,0.797
10,2018-02-28,001105.OF,0.768
11,2018-03-30,001105.OF,0.744
12,2018-04-27,001105.OF,0.707
13,2018-05-31,001105.OF,0.727
14,2018-06-29,001105.OF,0.692
15,2018-07-31,001105.OF,0.676
16,2018-08-31,001105.OF,0.641
17,2018-09-28,001105.OF,0.644
18,2018-10-31,001105.OF,0.584
19,2018-11-30,001105.OF,0.602
20,2018-12-28,001105.OF,0.582
21,2019-01-31,001105.OF,0.598
22,2019-02-28,001105.OF,0.676
23,2019-03-29,001105.OF,0.731
24,2019-04-30,001105.OF,0.711
25,2019-05-31,001105.OF,0.672
26,2019-06-28,001105.OF,0.685
27,2019-07-31,001105.OF,0.684
28,2019-08-30,001105.OF,0.689
29,2019-09-30,001105.OF,0.692
30,2019-10-31,001105.OF,0.704
31,2019-11-29,001105.OF,0.699
32,2019-12-31,001105.OF,0.747
33,2020-01-23,001105.OF,0.773
34,2020-02-28,001105.OF,0.816
35,2020-03-31,001105.OF,0.74
36,2020-04-30,001105.OF,0.789
37,2020-05-29,001105.OF,0.824
38,2020-06-30,001105.OF,0.916
39,2020-07-31,001105.OF,1.017
40,2020-08-31,001105.OF,1.049
41,2020-09-30,001105.OF,0.999
42,2020-10-30,001105.OF,1.055
43,2020-11-30,001105.OF,1.087
44,2020-12-31,001105.OF,1.232
45,2021-01-29,001105.OF,1.272
46,2021-02-26,001105.OF,1.227
47,2021-03-31,001105.OF,1.131
48,2021-04-30,001105.OF,1.173
49,2021-05-31,001105.OF,1.218
50,2021-06-30,001105.OF,1.316
51,2021-07-30,001105.OF,1.265
52,2021-08-31,001105.OF,1.348
53,2021-09-30,001105.OF,1.199
54,2021-10-29,001105.OF,1.169
55,2021-11-30,001105.OF,1.252
56,2021-12-31,001105.OF,1.202
57,2022-01-28,001105.OF,1.083
58,2022-02-28,001105.OF,1.099
59,2022-03-01,001105.OF,1.096
