,time,thscode,netAssetValue
0,2017-04-28,001416.OF,0.807
1,2017-05-31,001416.OF,0.778
2,2017-06-30,001416.OF,0.821
3,2017-07-31,001416.OF,0.821
4,2017-08-31,001416.OF,0.834
5,2017-09-29,001416.OF,0.844
6,2017-10-31,001416.OF,0.86
7,2017-11-30,001416.OF,0.825
8,2017-12-29,001416.OF,0.841
9,2018-01-31,001416.OF,0.844
10,2018-02-28,001416.OF,0.829
11,2018-03-30,001416.OF,0.813
12,2018-04-27,001416.OF,0.775
13,2018-05-31,001416.OF,0.768
14,2018-06-29,001416.OF,0.717
15,2018-07-31,001416.OF,0.694
16,2018-08-31,001416.OF,0.654
17,2018-09-28,001416.OF,0.647
18,2018-10-31,001416.OF,0.574
19,2018-11-30,001416.OF,0.584
20,2018-12-28,001416.OF,0.552
21,2019-01-31,001416.OF,0.576
22,2019-02-28,001416.OF,0.663
23,2019-03-29,001416.OF,0.721
24,2019-04-30,001416.OF,0.733
25,2019-05-31,001416.OF,0.699
26,2019-06-28,001416.OF,0.725
27,2019-07-31,001416.OF,0.744
28,2019-08-30,001416.OF,0.78
29,2019-09-30,001416.OF,0.771
30,2019-10-31,001416.OF,0.804
31,2019-11-29,001416.OF,0.778
32,2019-12-31,001416.OF,0.813
33,2020-01-23,001416.OF,0.836
34,2020-02-28,001416.OF,0.874
35,2020-03-31,001416.OF,0.799
36,2020-04-30,001416.OF,0.877
37,2020-05-29,001416.OF,0.887
38,2020-06-30,001416.OF,1.032
39,2020-07-31,001416.OF,1.176
40,2020-08-31,001416.OF,1.19
41,2020-09-30,001416.OF,1.128
42,2020-10-30,001416.OF,1.145
43,2020-11-30,001416.OF,1.168
44,2020-12-31,001416.OF,1.309
45,2021-01-29,001416.OF,1.372
46,2021-02-26,001416.OF,1.284
47,2021-03-31,001416.OF,1.21
48,2021-04-30,001416.OF,1.272
49,2021-05-31,001416.OF,1.319
50,2021-06-30,001416.OF,1.375
51,2021-07-30,001416.OF,1.352
52,2021-08-31,001416.OF,1.37
53,2021-09-30,001416.OF,1.34
54,2021-10-29,001416.OF,1.375
55,2021-11-30,001416.OF,1.403
56,2021-12-31,001416.OF,1.326
57,2022-01-28,001416.OF,1.175
58,2022-02-28,001416.OF,1.18
59,2022-03-01,001416.OF,1.186
