,time,thscode,netAssetValue
0,2017-04-28,002952.OF,0.9712
1,2017-05-31,002952.OF,0.9394
2,2017-06-30,002952.OF,0.9965
3,2017-07-31,002952.OF,1.0352
4,2017-08-31,002952.OF,1.0591
5,2017-09-29,002952.OF,1.0765
6,2017-10-31,002952.OF,1.096
7,2017-11-30,002952.OF,1.09
8,2017-12-29,002952.OF,1.0884
9,2018-01-31,002952.OF,1.1115
10,2018-02-28,002952.OF,1.0969
11,2018-03-30,002952.OF,1.1019
12,2018-04-27,002952.OF,1.0485
13,2018-05-31,002952.OF,1.0347
14,2018-06-29,002952.OF,0.9491
15,2018-07-31,002952.OF,0.9346
16,2018-08-31,002952.OF,0.8646
17,2018-09-28,002952.OF,0.8613
18,2018-10-31,002952.OF,0.7818
19,2018-11-30,002952.OF,0.7919
20,2018-12-28,002952.OF,0.7624
21,2019-01-31,002952.OF,0.7817
22,2019-02-28,002952.OF,0.8858
23,2019-03-29,002952.OF,0.9521
24,2019-04-30,002952.OF,0.9433
25,2019-05-31,002952.OF,0.9033
26,2019-06-28,002952.OF,0.944
27,2019-07-31,002952.OF,0.9502
28,2019-08-30,002952.OF,0.9527
29,2019-09-30,002952.OF,0.9586
30,2019-10-31,002952.OF,0.9871
31,2019-11-29,002952.OF,0.9857
32,2019-12-31,002952.OF,1.0401
33,2020-01-23,002952.OF,1.0614
34,2020-02-28,002952.OF,1.0698
35,2020-03-31,002952.OF,1.031
36,2020-04-30,002952.OF,1.1153
37,2020-05-29,002952.OF,1.1367
38,2020-06-30,002952.OF,1.2814
39,2020-07-31,002952.OF,1.4178
40,2020-08-31,002952.OF,1.458
41,2020-09-30,002952.OF,1.3519
42,2020-10-30,002952.OF,1.3493
43,2020-11-30,002952.OF,1.3657
44,2020-12-31,002952.OF,1.4254
45,2021-01-29,002952.OF,1.362
46,2021-02-26,002952.OF,1.3188
47,2021-03-31,002952.OF,1.2988
48,2021-04-30,002952.OF,1.3543
49,2021-05-31,002952.OF,1.3677
50,2021-06-30,002952.OF,1.3749
51,2021-07-30,002952.OF,1.3139
52,2021-08-31,002952.OF,1.3771
53,2021-09-30,002952.OF,1.3574
54,2021-10-29,002952.OF,1.3455
55,2021-11-30,002952.OF,1.4718
56,2021-12-31,002952.OF,1.4942
57,2022-01-28,002952.OF,1.3332
58,2022-02-28,002952.OF,1.403
59,2022-03-01,002952.OF,1.4077
