,time,thscode,netAssetValue
0,2017-04-28,530010.OF,1.4968
1,2017-05-31,530010.OF,1.5636
2,2017-06-30,530010.OF,1.6443
3,2017-07-31,530010.OF,1.7016
4,2017-08-31,530010.OF,1.7376
5,2017-09-29,530010.OF,1.7244
6,2017-10-31,530010.OF,1.8125
7,2017-11-30,530010.OF,1.8535
8,2017-12-29,530010.OF,1.8489
9,2018-01-31,530010.OF,1.9593
10,2018-02-28,530010.OF,1.8382
11,2018-03-30,530010.OF,1.777
12,2018-04-27,530010.OF,1.7243
13,2018-05-31,530010.OF,1.7434
14,2018-06-29,530010.OF,1.6495
15,2018-07-31,530010.OF,1.7112
16,2018-08-31,530010.OF,1.6718
17,2018-09-28,530010.OF,1.7496
18,2018-10-31,530010.OF,1.6421
19,2018-11-30,530010.OF,1.6403
20,2018-12-28,530010.OF,1.548
21,2019-01-31,530010.OF,1.6528
22,2019-02-28,530010.OF,1.8141
23,2019-03-29,530010.OF,1.8975
24,2019-04-30,530010.OF,1.9568
25,2019-05-31,530010.OF,1.8218
26,2019-06-28,530010.OF,1.936
27,2019-07-31,530010.OF,1.9669
28,2019-08-30,530010.OF,1.9335
29,2019-09-30,530010.OF,1.9551
30,2019-10-31,530010.OF,1.9827
31,2019-11-29,530010.OF,1.9819
32,2019-12-31,530010.OF,2.0891
33,2020-01-23,530010.OF,2.0382
34,2020-02-28,530010.OF,1.9992
35,2020-03-31,530010.OF,1.8815
36,2020-04-30,530010.OF,1.9693
37,2020-05-29,530010.OF,1.9373
38,2020-06-30,530010.OF,2.0273
39,2020-07-31,530010.OF,2.2872
40,2020-08-31,530010.OF,2.4079
41,2020-09-30,530010.OF,2.3453
42,2020-10-30,530010.OF,2.4039
43,2020-11-30,530010.OF,2.576
44,2020-12-31,530010.OF,2.5814
45,2021-01-29,530010.OF,2.5854
46,2021-02-26,530010.OF,2.6655
47,2021-03-31,530010.OF,2.6292
48,2021-04-30,530010.OF,2.6151
49,2021-05-31,530010.OF,2.7152
50,2021-06-30,530010.OF,2.6468
51,2021-07-30,530010.OF,2.4847
52,2021-08-31,530010.OF,2.5656
53,2021-09-30,530010.OF,2.6039
54,2021-10-29,530010.OF,2.6361
55,2021-11-30,530010.OF,2.5772
56,2021-12-31,530010.OF,2.6676
57,2022-01-28,530010.OF,2.5833
58,2022-02-28,530010.OF,2.6118
59,2022-03-01,530010.OF,2.6356
