,time,thscode,netAssetValue
0,2017-04-28,161022.OF,0.834
1,2017-05-31,161022.OF,0.797
2,2017-06-30,161022.OF,0.824
3,2017-07-31,161022.OF,0.784
4,2017-08-31,161022.OF,0.83
5,2017-09-29,161022.OF,0.836
6,2017-10-31,161022.OF,0.829
7,2017-11-30,161022.OF,0.778
8,2017-12-29,161022.OF,0.768
9,2018-01-31,161022.OF,0.736
10,2018-02-28,161022.OF,0.749
11,2018-03-30,161022.OF,0.811
12,2018-04-27,161022.OF,0.773
13,2018-05-31,161022.OF,0.75
14,2018-06-29,161022.OF,0.698
15,2018-07-31,161022.OF,0.681
16,2018-08-31,161022.OF,0.965
17,2018-09-28,161022.OF,0.946
18,2018-10-31,161022.OF,0.87
19,2018-11-30,161022.OF,0.898
20,2018-12-28,161022.OF,0.851
21,2019-01-31,161022.OF,0.829
22,2019-02-28,161022.OF,1.017
23,2019-03-29,161022.OF,1.115
24,2019-04-30,161022.OF,1.071
25,2019-05-31,161022.OF,0.988
26,2019-06-28,161022.OF,1.01
27,2019-07-31,161022.OF,1.049
28,2019-08-30,161022.OF,1.075
29,2019-09-30,161022.OF,1.084
30,2019-10-31,161022.OF,1.113
31,2019-11-29,161022.OF,1.106
32,2019-12-31,161022.OF,1.189
33,2020-01-23,161022.OF,1.242
34,2020-02-28,161022.OF,1.332
35,2020-03-31,161022.OF,1.21
36,2020-04-30,161022.OF,1.329
37,2020-05-29,161022.OF,1.341
38,2020-06-30,161022.OF,1.024
39,2020-07-31,161022.OF,1.166
40,2020-08-31,161022.OF,1.14
41,2020-09-30,161022.OF,1.08
42,2020-10-30,161022.OF,1.111
43,2020-11-30,161022.OF,1.101
44,2020-12-31,161022.OF,1.234
45,2021-01-29,161022.OF,1.294
46,2021-02-26,161022.OF,1.213
47,2021-03-31,161022.OF,1.152
48,2021-04-30,161022.OF,1.286
49,2021-05-31,161022.OF,1.371
50,2021-06-30,161022.OF,1.437
51,2021-07-30,161022.OF,1.42
52,2021-08-31,161022.OF,1.333
53,2021-09-30,161022.OF,1.344
54,2021-10-29,161022.OF,1.384
55,2021-11-30,161022.OF,1.44
56,2021-12-31,161022.OF,1.373
57,2022-01-28,161022.OF,1.211
58,2022-02-28,161022.OF,1.198
59,2022-03-01,161022.OF,1.2
