,time,thscode,netAssetValue
0,2017-04-28,000042.OF,1.4948
1,2017-05-31,000042.OF,1.4982
2,2017-06-30,000042.OF,1.5879
3,2017-07-31,000042.OF,1.6483
4,2017-08-31,000042.OF,1.6662
5,2017-09-29,000042.OF,1.6726
6,2017-10-31,000042.OF,1.7329
7,2017-11-30,000042.OF,1.7249
8,2017-12-29,000042.OF,1.738
9,2018-01-31,000042.OF,1.8575
10,2018-02-28,000042.OF,1.7505
11,2018-03-30,000042.OF,1.6768
12,2018-04-27,000042.OF,1.6503
13,2018-05-31,000042.OF,1.6701
14,2018-06-29,000042.OF,1.5782
15,2018-07-31,000042.OF,1.6225
16,2018-08-31,000042.OF,1.5575
17,2018-09-28,000042.OF,1.6046
18,2018-10-31,000042.OF,1.5009
19,2018-11-30,000042.OF,1.4815
20,2018-12-28,000042.OF,1.4435
21,2019-01-31,000042.OF,1.5111
22,2019-02-28,000042.OF,1.6892
23,2019-03-29,000042.OF,1.7922
24,2019-04-30,000042.OF,1.7982
25,2019-05-31,000042.OF,1.6817
26,2019-06-28,000042.OF,1.5055
27,2019-07-31,000042.OF,1.5519
28,2019-08-30,000042.OF,1.5266
29,2019-09-30,000042.OF,1.5352
30,2019-10-31,000042.OF,1.5392
31,2019-11-29,000042.OF,1.2963
32,2019-12-31,000042.OF,1.3706
33,2020-01-23,000042.OF,1.3318
34,2020-02-28,000042.OF,1.3286
35,2020-03-31,000042.OF,1.2628
36,2020-04-30,000042.OF,1.3036
37,2020-05-29,000042.OF,1.2809
38,2020-06-30,000042.OF,1.3723
39,2020-07-31,000042.OF,1.5994
40,2020-08-31,000042.OF,1.6705
41,2020-09-30,000042.OF,1.6276
42,2020-10-30,000042.OF,1.6752
43,2020-11-30,000042.OF,1.8114
44,2020-12-31,000042.OF,1.8641
45,2021-01-29,000042.OF,1.9212
46,2021-02-26,000042.OF,1.9477
47,2021-03-31,000042.OF,1.9242
48,2021-04-30,000042.OF,1.9522
49,2021-05-31,000042.OF,2.0264
50,2021-06-30,000042.OF,2.0196
51,2021-07-30,000042.OF,1.9359
52,2021-08-31,000042.OF,2.0668
53,2021-09-30,000042.OF,2.0667
54,2021-10-29,000042.OF,2.0738
55,2021-11-30,000042.OF,2.0276
56,2021-12-31,000042.OF,2.1107
57,2022-01-28,000042.OF,1.9536
58,2022-02-28,000042.OF,1.9795
59,2022-03-01,000042.OF,1.9926
