,time,thscode,netAssetValue
0,2017-04-28,001133.OF,0.8077
1,2017-05-31,001133.OF,0.7902
2,2017-06-30,001133.OF,0.8416
3,2017-07-31,001133.OF,0.825
4,2017-08-31,001133.OF,0.8308
5,2017-09-29,001133.OF,0.855
6,2017-10-31,001133.OF,0.872
7,2017-11-30,001133.OF,0.8294
8,2017-12-29,001133.OF,0.84
9,2018-01-31,001133.OF,0.8591
10,2018-02-28,001133.OF,0.8262
11,2018-03-30,001133.OF,0.8136
12,2018-04-27,001133.OF,0.7696
13,2018-05-31,001133.OF,0.8037
14,2018-06-29,001133.OF,0.742
15,2018-07-31,001133.OF,0.7174
16,2018-08-31,001133.OF,0.6456
17,2018-09-28,001133.OF,0.6514
18,2018-10-31,001133.OF,0.5781
19,2018-11-30,001133.OF,0.5923
20,2018-12-28,001133.OF,0.5744
21,2019-01-31,001133.OF,0.5855
22,2019-02-28,001133.OF,0.6691
23,2019-03-29,001133.OF,0.7159
24,2019-04-30,001133.OF,0.7107
25,2019-05-31,001133.OF,0.6583
26,2019-06-28,001133.OF,0.67
27,2019-07-31,001133.OF,0.6749
28,2019-08-30,001133.OF,0.6807
29,2019-09-30,001133.OF,0.6825
30,2019-10-31,001133.OF,0.6892
31,2019-11-29,001133.OF,0.6847
32,2019-12-31,001133.OF,0.7438
33,2020-01-23,001133.OF,0.7449
34,2020-02-28,001133.OF,0.7397
35,2020-03-31,001133.OF,0.6714
36,2020-04-30,001133.OF,0.6995
37,2020-05-29,001133.OF,0.7321
38,2020-06-30,001133.OF,0.7853
39,2020-07-31,001133.OF,0.8996
40,2020-08-31,001133.OF,0.9214
41,2020-09-30,001133.OF,0.903
42,2020-10-30,001133.OF,0.9447
43,2020-11-30,001133.OF,0.9972
44,2020-12-31,001133.OF,1.0161
45,2021-01-29,001133.OF,1.0214
46,2021-02-26,001133.OF,1.0041
47,2021-03-31,001133.OF,0.9943
48,2021-04-30,001133.OF,1.0166
49,2021-05-31,001133.OF,1.0373
50,2021-06-30,001133.OF,1.0327
51,2021-07-30,001133.OF,0.9633
52,2021-08-31,001133.OF,0.9871
53,2021-09-30,001133.OF,0.9597
54,2021-10-29,001133.OF,0.9989
55,2021-11-30,001133.OF,1.0078
56,2021-12-31,001133.OF,1.0201
57,2022-01-28,001133.OF,0.9449
58,2022-02-28,001133.OF,0.9322
59,2022-03-01,001133.OF,0.9411
