,time,thscode,netAssetValue
0,2017-04-28,000471.OF,1.947
1,2017-05-31,000471.OF,1.839
2,2017-06-30,000471.OF,1.904
3,2017-07-31,000471.OF,1.795
4,2017-08-31,000471.OF,1.847
5,2017-09-29,000471.OF,1.935
6,2017-10-31,000471.OF,1.928
7,2017-11-30,000471.OF,1.856
8,2017-12-29,000471.OF,1.753
9,2018-01-31,000471.OF,1.708
10,2018-02-28,000471.OF,1.591
11,2018-03-30,000471.OF,1.567
12,2018-04-27,000471.OF,1.512
13,2018-05-31,000471.OF,1.432
14,2018-06-29,000471.OF,1.264
15,2018-07-31,000471.OF,1.232
16,2018-08-31,000471.OF,1.154
17,2018-09-28,000471.OF,1.142
18,2018-10-31,000471.OF,1.001
19,2018-11-30,000471.OF,1.018
20,2018-12-28,000471.OF,0.983
21,2019-01-31,000471.OF,1.013
22,2019-02-28,000471.OF,1.108
23,2019-03-29,000471.OF,1.201
24,2019-04-30,000471.OF,1.247
25,2019-05-31,000471.OF,1.212
26,2019-06-28,000471.OF,1.274
27,2019-07-31,000471.OF,1.304
28,2019-08-30,000471.OF,1.356
29,2019-09-30,000471.OF,1.374
30,2019-10-31,000471.OF,1.405
31,2019-11-29,000471.OF,1.37
32,2019-12-31,000471.OF,1.506
33,2020-01-23,000471.OF,1.484
34,2020-02-28,000471.OF,1.474
35,2020-03-31,000471.OF,1.42
36,2020-04-30,000471.OF,1.537
37,2020-05-29,000471.OF,1.602
38,2020-06-30,000471.OF,1.766
39,2020-07-31,000471.OF,2.092
40,2020-08-31,000471.OF,2.226
41,2020-09-30,000471.OF,2.136
42,2020-10-30,000471.OF,2.192
43,2020-11-30,000471.OF,2.257
44,2020-12-31,000471.OF,2.413
45,2021-01-29,000471.OF,2.485
46,2021-02-26,000471.OF,2.541
47,2021-03-31,000471.OF,2.474
48,2021-04-30,000471.OF,2.523
49,2021-05-31,000471.OF,2.539
50,2021-06-30,000471.OF,2.499
51,2021-07-30,000471.OF,2.448
52,2021-08-31,000471.OF,2.573
53,2021-09-30,000471.OF,2.533
54,2021-10-29,000471.OF,2.659
55,2021-11-30,000471.OF,2.774
56,2021-12-31,000471.OF,2.824
57,2022-01-28,000471.OF,2.596
58,2022-02-28,000471.OF,2.588
59,2022-03-01,000471.OF,2.594
