,time,thscode,netAssetValue
0,2017-04-28,001361.OF,0.57
1,2017-05-31,001361.OF,0.552
2,2017-06-30,001361.OF,0.587
3,2017-07-31,001361.OF,0.574
4,2017-08-31,001361.OF,0.608
5,2017-09-29,001361.OF,0.622
6,2017-10-31,001361.OF,0.64
7,2017-11-30,001361.OF,0.611
8,2017-12-29,001361.OF,0.607
9,2018-01-31,001361.OF,0.588
10,2018-02-28,001361.OF,0.598
11,2018-03-30,001361.OF,0.609
12,2018-04-27,001361.OF,0.566
13,2018-05-31,001361.OF,0.558
14,2018-06-29,001361.OF,0.508
15,2018-07-31,001361.OF,0.51
16,2018-08-31,001361.OF,0.486
17,2018-09-28,001361.OF,0.469
18,2018-10-31,001361.OF,0.418
19,2018-11-30,001361.OF,0.431
20,2018-12-28,001361.OF,0.409
21,2019-01-31,001361.OF,0.415
22,2019-02-28,001361.OF,0.521
23,2019-03-29,001361.OF,0.555
24,2019-04-30,001361.OF,0.524
25,2019-05-31,001361.OF,0.477
26,2019-06-28,001361.OF,0.495
27,2019-07-31,001361.OF,0.511
28,2019-08-30,001361.OF,0.518
29,2019-09-30,001361.OF,0.544
30,2019-10-31,001361.OF,0.544
31,2019-11-29,001361.OF,0.55
32,2019-12-31,001361.OF,0.594
33,2020-01-23,001361.OF,0.651
34,2020-02-28,001361.OF,0.693
35,2020-03-31,001361.OF,0.588
36,2020-04-30,001361.OF,0.643
37,2020-05-29,001361.OF,0.627
38,2020-06-30,001361.OF,0.719
39,2020-07-31,001361.OF,0.771
40,2020-08-31,001361.OF,0.766
41,2020-09-30,001361.OF,0.715
42,2020-10-30,001361.OF,0.714
43,2020-11-30,001361.OF,0.727
44,2020-12-31,001361.OF,0.725
45,2021-01-29,001361.OF,0.739
46,2021-02-26,001361.OF,0.713
47,2021-03-31,001361.OF,0.676
48,2021-04-30,001361.OF,0.705
49,2021-05-31,001361.OF,0.729
50,2021-06-30,001361.OF,0.778
51,2021-07-30,001361.OF,0.782
52,2021-08-31,001361.OF,0.732
53,2021-09-30,001361.OF,0.72
54,2021-10-29,001361.OF,0.73
55,2021-11-30,001361.OF,0.771
56,2021-12-31,001361.OF,0.791
57,2022-01-28,001361.OF,0.705
58,2022-02-28,001361.OF,0.708
59,2022-03-01,001361.OF,0.709
