,time,thscode,netAssetValue
0,2017-04-28,000974.OF,1.294
1,2017-05-31,000974.OF,1.274
2,2017-06-30,000974.OF,1.389
3,2017-07-31,000974.OF,1.37
4,2017-08-31,000974.OF,1.396
5,2017-09-29,000974.OF,1.453
6,2017-10-31,000974.OF,1.533
7,2017-11-30,000974.OF,1.493
8,2017-12-29,000974.OF,1.56
9,2018-01-31,000974.OF,1.613
10,2018-02-28,000974.OF,1.572
11,2018-03-30,000974.OF,1.565
12,2018-04-27,000974.OF,1.522
13,2018-05-31,000974.OF,1.612
14,2018-06-29,000974.OF,1.419
15,2018-07-31,000974.OF,1.38
16,2018-08-31,000974.OF,1.245
17,2018-09-28,000974.OF,1.263
18,2018-10-31,000974.OF,1.133
19,2018-11-30,000974.OF,1.155
20,2018-12-28,000974.OF,1.116
21,2019-01-31,000974.OF,1.147
22,2019-02-28,000974.OF,1.232
23,2019-03-29,000974.OF,1.348
24,2019-04-30,000974.OF,1.365
25,2019-05-31,000974.OF,1.275
26,2019-06-28,000974.OF,1.341
27,2019-07-31,000974.OF,1.331
28,2019-08-30,000974.OF,1.343
29,2019-09-30,000974.OF,1.316
30,2019-10-31,000974.OF,1.351
31,2019-11-29,000974.OF,1.36
32,2019-12-31,000974.OF,1.484
33,2020-01-23,000974.OF,1.47
34,2020-02-28,000974.OF,1.408
35,2020-03-31,000974.OF,1.35
36,2020-04-30,000974.OF,1.424
37,2020-05-29,000974.OF,1.475
38,2020-06-30,000974.OF,1.614
39,2020-07-31,000974.OF,1.833
40,2020-08-31,000974.OF,1.872
41,2020-09-30,000974.OF,1.758
42,2020-10-30,000974.OF,1.789
43,2020-11-30,000974.OF,1.862
44,2020-12-31,000974.OF,1.955
45,2021-01-29,000974.OF,1.983
46,2021-02-26,000974.OF,1.946
47,2021-03-31,000974.OF,1.87
48,2021-04-30,000974.OF,2.018
49,2021-05-31,000974.OF,2.101
50,2021-06-30,000974.OF,2.052
51,2021-07-30,000974.OF,1.829
52,2021-08-31,000974.OF,1.669
53,2021-09-30,000974.OF,1.72
54,2021-10-29,000974.OF,1.685
55,2021-11-30,000974.OF,1.714
56,2021-12-31,000974.OF,1.761
57,2022-01-28,000974.OF,1.569
58,2022-02-28,000974.OF,1.586
59,2022-03-01,000974.OF,1.61
