,time,thscode,netAssetValue
0,2017-04-28,001039.OF,0.846
1,2017-05-31,001039.OF,0.806
2,2017-06-30,001039.OF,0.864
3,2017-07-31,001039.OF,0.86
4,2017-08-31,001039.OF,0.877
5,2017-09-29,001039.OF,0.901
6,2017-10-31,001039.OF,0.943
7,2017-11-30,001039.OF,0.906
8,2017-12-29,001039.OF,0.916
9,2018-01-31,001039.OF,0.888
10,2018-02-28,001039.OF,0.877
11,2018-03-30,001039.OF,0.881
12,2018-04-27,001039.OF,0.843
13,2018-05-31,001039.OF,0.837
14,2018-06-29,001039.OF,0.786
15,2018-07-31,001039.OF,0.78
16,2018-08-31,001039.OF,0.728
17,2018-09-28,001039.OF,0.721
18,2018-10-31,001039.OF,0.651
19,2018-11-30,001039.OF,0.661
20,2018-12-28,001039.OF,0.628
21,2019-01-31,001039.OF,0.653
22,2019-02-28,001039.OF,0.754
23,2019-03-29,001039.OF,0.814
24,2019-04-30,001039.OF,0.805
25,2019-05-31,001039.OF,0.756
26,2019-06-28,001039.OF,0.794
27,2019-07-31,001039.OF,0.831
28,2019-08-30,001039.OF,0.873
29,2019-09-30,001039.OF,0.892
30,2019-10-31,001039.OF,0.932
31,2019-11-29,001039.OF,0.94
32,2019-12-31,001039.OF,1.045
33,2020-01-23,001039.OF,1.151
34,2020-02-28,001039.OF,1.25
35,2020-03-31,001039.OF,1.084
36,2020-04-30,001039.OF,1.195
37,2020-05-29,001039.OF,1.241
38,2020-06-30,001039.OF,1.448
39,2020-07-31,001039.OF,1.652
40,2020-08-31,001039.OF,1.677
41,2020-09-30,001039.OF,1.592
42,2020-10-30,001039.OF,1.636
43,2020-11-30,001039.OF,1.68
44,2020-12-31,001039.OF,1.861
45,2021-01-29,001039.OF,1.929
46,2021-02-26,001039.OF,1.837
47,2021-03-31,001039.OF,1.788
48,2021-04-30,001039.OF,1.947
49,2021-05-31,001039.OF,2.041
50,2021-06-30,001039.OF,2.148
51,2021-07-30,001039.OF,2.249
52,2021-08-31,001039.OF,2.227
53,2021-09-30,001039.OF,2.26
54,2021-10-29,001039.OF,2.349
55,2021-11-30,001039.OF,2.407
56,2021-12-31,001039.OF,2.325
57,2022-01-28,001039.OF,2.073
58,2022-02-28,001039.OF,2.124
59,2022-03-01,001039.OF,2.122
