,time,thscode,netAssetValue
0,2018-12-28,002872.OF,0.728
1,2019-12-31,002872.OF,0.9253
2,2020-01-23,002872.OF,0.9325
3,2020-02-28,002872.OF,0.9414
4,2020-03-31,002872.OF,0.8932
5,2020-04-30,002872.OF,0.9478
6,2020-05-29,002872.OF,0.9592
7,2020-06-30,002872.OF,1.0482
8,2020-07-31,002872.OF,1.1655
9,2020-08-31,002872.OF,1.2048
10,2020-09-30,002872.OF,1.1366
11,2020-10-30,002872.OF,1.1264
12,2020-11-30,002872.OF,1.1262
13,2020-12-31,002872.OF,1.1478
14,2021-01-29,002872.OF,1.1668
15,2021-02-26,002872.OF,1.2141
16,2021-03-31,002872.OF,1.2252
17,2021-04-30,002872.OF,1.285
18,2021-05-31,002872.OF,1.343
19,2021-06-30,002872.OF,1.4241
20,2021-07-30,002872.OF,1.3809
21,2021-08-31,002872.OF,1.4385
22,2021-09-30,002872.OF,1.4256
23,2021-10-29,002872.OF,1.3833
24,2021-11-30,002872.OF,1.4525
25,2021-12-31,002872.OF,1.4706
26,2022-01-28,002872.OF,1.3447
27,2022-02-28,002872.OF,1.4018
28,2022-03-01,002872.OF,1.4079
