,time,thscode,netAssetValue
0,2017-04-28,003359.OF,1.145
1,2017-05-31,003359.OF,1.077
2,2017-06-30,003359.OF,1.11
3,2017-07-31,003359.OF,1.076
4,2017-08-31,003359.OF,1.127
5,2017-09-29,003359.OF,1.179
6,2017-10-31,003359.OF,1.148
7,2017-11-30,003359.OF,1.076
8,2017-12-29,003359.OF,1.048
9,2018-01-31,003359.OF,1.017
10,2018-02-28,003359.OF,0.974
11,2018-03-30,003359.OF,1.051
12,2018-04-27,003359.OF,1.021
13,2018-05-31,003359.OF,0.962
14,2018-06-29,003359.OF,0.863
15,2018-07-31,003359.OF,0.862
16,2018-08-31,003359.OF,0.809
17,2018-09-28,003359.OF,0.798
18,2018-10-31,003359.OF,0.717
19,2018-11-30,003359.OF,0.795
20,2018-12-28,003359.OF,0.764
21,2019-01-31,003359.OF,0.758
22,2019-02-28,003359.OF,0.938
23,2019-03-29,003359.OF,1.057
24,2019-04-30,003359.OF,1.004
25,2019-05-31,003359.OF,0.964
26,2019-06-28,003359.OF,0.963
27,2019-07-31,003359.OF,0.954
28,2019-08-30,003359.OF,0.946
29,2019-09-30,003359.OF,0.977
30,2019-10-31,003359.OF,0.984
31,2019-11-29,003359.OF,0.975
32,2019-12-31,003359.OF,1.089
33,2020-01-23,003359.OF,1.103
34,2020-02-28,003359.OF,1.114
35,2020-03-31,003359.OF,1.107
36,2020-04-30,003359.OF,1.093
37,2020-05-29,003359.OF,1.12
38,2020-06-30,003359.OF,1.2
39,2020-07-31,003359.OF,1.34
40,2020-08-31,003359.OF,1.431
41,2020-09-30,003359.OF,1.359
42,2020-10-30,003359.OF,1.376
43,2020-11-30,003359.OF,1.371
44,2020-12-31,003359.OF,1.268
45,2021-01-29,003359.OF,1.197
46,2021-02-26,003359.OF,1.216
47,2021-03-31,003359.OF,1.241
48,2021-04-30,003359.OF,1.255
49,2021-05-31,003359.OF,1.337
50,2021-06-30,003359.OF,1.442
51,2021-07-30,003359.OF,1.452
52,2021-08-31,003359.OF,1.532
53,2021-09-30,003359.OF,1.498
54,2021-10-29,003359.OF,1.469
55,2021-11-30,003359.OF,1.634
56,2021-12-31,003359.OF,1.703
57,2022-01-28,003359.OF,1.606
58,2022-02-28,003359.OF,1.662
59,2022-03-01,003359.OF,1.679
