,time,thscode,netAssetValue
0,2017-04-28,160628.OF,1.018
1,2017-05-31,160628.OF,1.014
2,2017-06-30,160628.OF,1.067
3,2017-07-31,160628.OF,1.064
4,2017-08-31,160628.OF,1.066
5,2017-09-29,160628.OF,1.093
6,2017-10-31,160628.OF,1.117
7,2017-11-30,160628.OF,1.142
8,2017-12-29,160628.OF,1.155
9,2018-01-31,160628.OF,1.329
10,2018-02-28,160628.OF,1.17
11,2018-03-30,160628.OF,1.138
12,2018-04-27,160628.OF,1.072
13,2018-05-31,160628.OF,1.012
14,2018-06-29,160628.OF,0.954
15,2018-07-31,160628.OF,0.939
16,2018-08-31,160628.OF,0.921
17,2018-09-28,160628.OF,0.914
18,2018-10-31,160628.OF,0.886
19,2018-11-30,160628.OF,0.918
20,2018-12-28,160628.OF,0.877
21,2019-01-31,160628.OF,0.911
22,2019-02-28,160628.OF,1.001
23,2019-03-29,160628.OF,1.116
24,2019-04-30,160628.OF,1.066
25,2019-05-31,160628.OF,0.997
26,2019-06-28,160628.OF,1.017
27,2019-07-31,160628.OF,1.058
28,2019-08-30,160628.OF,0.997
29,2019-09-30,160628.OF,1.012
30,2019-10-31,160628.OF,1.043
31,2019-11-29,160628.OF,1.038
32,2019-12-31,160628.OF,1.15
33,2020-01-23,160628.OF,1.062
34,2020-02-28,160628.OF,1.05
35,2020-03-31,160628.OF,0.993
36,2020-04-30,160628.OF,1.037
37,2020-05-29,160628.OF,1.0
38,2020-06-30,160628.OF,1.05
39,2020-07-31,160628.OF,1.149
40,2020-08-31,160628.OF,1.199
41,2020-09-30,160628.OF,1.162
42,2020-10-30,160628.OF,1.113
43,2020-11-30,160628.OF,1.19
44,2020-12-31,160628.OF,1.105
45,2021-01-29,160628.OF,1.035
46,2021-02-26,160628.OF,1.133
47,2021-03-31,160628.OF,1.093
48,2021-04-30,160628.OF,1.075
49,2021-05-31,160628.OF,1.083
50,2021-06-30,160628.OF,1.015
51,2021-07-30,160628.OF,0.892
52,2021-08-31,160628.OF,0.958
53,2021-09-30,160628.OF,1.044
54,2021-10-29,160628.OF,0.936
55,2021-11-30,160628.OF,0.947
56,2021-12-31,160628.OF,1.041
57,2022-01-28,160628.OF,1.052
58,2022-02-28,160628.OF,1.022
59,2022-03-01,160628.OF,1.033
