,time,thscode,netAssetValue
0,2017-04-28,001588.OF,0.8115
1,2017-05-31,001588.OF,0.808
2,2017-06-30,001588.OF,0.8541
3,2017-07-31,001588.OF,0.8788
4,2017-08-31,001588.OF,0.9017
5,2017-09-29,001588.OF,0.9153
6,2017-10-31,001588.OF,0.9453
7,2017-11-30,001588.OF,0.938
8,2017-12-29,001588.OF,0.9363
9,2018-01-31,001588.OF,0.974
10,2018-02-28,001588.OF,0.9257
11,2018-03-30,001588.OF,0.9089
12,2018-04-27,001588.OF,0.8775
13,2018-05-31,001588.OF,0.8868
14,2018-06-29,001588.OF,0.8278
15,2018-07-31,001588.OF,0.8332
16,2018-08-31,001588.OF,0.7905
17,2018-09-28,001588.OF,0.8083
18,2018-10-31,001588.OF,0.7412
19,2018-11-30,001588.OF,0.7492
20,2018-12-28,001588.OF,0.716
21,2019-01-31,001588.OF,0.7498
22,2019-02-28,001588.OF,0.8637
23,2019-03-29,001588.OF,0.922
24,2019-04-30,001588.OF,0.9232
25,2019-05-31,001588.OF,0.8665
26,2019-06-28,001588.OF,0.908
27,2019-07-31,001588.OF,0.9169
28,2019-08-30,001588.OF,0.9124
29,2019-09-30,001588.OF,0.921
30,2019-10-31,001588.OF,0.9356
31,2019-11-29,001588.OF,0.933
32,2019-12-31,001588.OF,0.9997
33,2020-01-23,001588.OF,0.9926
34,2020-02-28,001588.OF,0.9959
35,2020-03-31,001588.OF,0.9353
36,2020-04-30,001588.OF,0.9926
37,2020-05-29,001588.OF,0.9935
38,2020-06-30,001588.OF,1.0888
39,2020-07-31,001588.OF,1.2529
40,2020-08-31,001588.OF,1.2849
41,2020-09-30,001588.OF,1.2257
42,2020-10-30,001588.OF,1.2457
43,2020-11-30,001588.OF,1.3061
44,2020-12-31,001588.OF,1.3608
45,2021-01-29,001588.OF,1.3878
46,2021-02-26,001588.OF,1.3888
47,2021-03-31,001588.OF,1.3294
48,2021-04-30,001588.OF,1.3588
49,2021-05-31,001588.OF,1.4158
50,2021-06-30,001588.OF,1.4116
51,2021-07-30,001588.OF,1.3345
52,2021-08-31,001588.OF,1.357
53,2021-09-30,001588.OF,1.3631
54,2021-10-29,001588.OF,1.3678
55,2021-11-30,001588.OF,1.3624
56,2021-12-31,001588.OF,1.3869
57,2022-01-28,001588.OF,1.2778
58,2022-02-28,001588.OF,1.2926
59,2022-03-01,001588.OF,1.3011
