,time,thscode,netAssetValue
0,2017-04-28,000549.OF,1.683
1,2017-05-31,000549.OF,1.617
2,2017-06-30,000549.OF,1.714
3,2017-07-31,000549.OF,1.765
4,2017-08-31,000549.OF,1.832
5,2017-09-29,000549.OF,1.904
6,2017-10-31,000549.OF,1.908
7,2017-11-30,000549.OF,1.852
8,2017-12-29,000549.OF,1.822
9,2018-01-31,000549.OF,1.781
10,2018-02-28,000549.OF,1.781
11,2018-03-30,000549.OF,1.811
12,2018-04-27,000549.OF,1.749
13,2018-05-31,000549.OF,1.711
14,2018-06-29,000549.OF,1.612
15,2018-07-31,000549.OF,1.61
16,2018-08-31,000549.OF,1.504
17,2018-09-28,000549.OF,1.479
18,2018-10-31,000549.OF,1.306
19,2018-11-30,000549.OF,1.359
20,2018-12-28,000549.OF,1.292
21,2019-01-31,000549.OF,1.335
22,2019-02-28,000549.OF,1.619
23,2019-03-29,000549.OF,1.786
24,2019-04-30,000549.OF,1.745
25,2019-05-31,000549.OF,1.636
26,2019-06-28,000549.OF,1.703
27,2019-07-31,000549.OF,1.768
28,2019-08-30,000549.OF,1.846
29,2019-09-30,000549.OF,1.959
30,2019-10-31,000549.OF,1.972
31,2019-11-29,000549.OF,2.014
32,2019-12-31,000549.OF,2.209
33,2020-01-23,000549.OF,2.402
34,2020-02-28,000549.OF,2.537
35,2020-03-31,000549.OF,2.224
36,2020-04-30,000549.OF,2.409
37,2020-05-29,000549.OF,2.432
38,2020-06-30,000549.OF,2.754
39,2020-07-31,000549.OF,3.027
40,2020-08-31,000549.OF,3.038
41,2020-09-30,000549.OF,2.885
42,2020-10-30,000549.OF,2.889
43,2020-11-30,000549.OF,2.993
44,2020-12-31,000549.OF,3.168
45,2021-01-29,000549.OF,3.195
46,2021-02-26,000549.OF,3.146
47,2021-03-31,000549.OF,3.006
48,2021-04-30,000549.OF,3.176
49,2021-05-31,000549.OF,3.421
50,2021-06-30,000549.OF,3.693
51,2021-07-30,000549.OF,3.78
52,2021-08-31,000549.OF,3.848
53,2021-09-30,000549.OF,3.693
54,2021-10-29,000549.OF,3.76
55,2021-11-30,000549.OF,3.963
56,2021-12-31,000549.OF,3.888
57,2022-01-28,000549.OF,3.389
58,2022-02-28,000549.OF,3.487
59,2022-03-01,000549.OF,3.48
