,time,thscode,netAssetValue
0,2017-04-28,000867.OF,0.86
1,2017-05-31,000867.OF,0.868
2,2017-06-30,000867.OF,0.913
3,2017-07-31,000867.OF,0.928
4,2017-08-31,000867.OF,0.935
5,2017-09-29,000867.OF,0.956
6,2017-10-31,000867.OF,1.022
7,2017-11-30,000867.OF,0.974
8,2017-12-29,000867.OF,1.027
9,2018-01-31,000867.OF,1.077
10,2018-02-28,000867.OF,1.031
11,2018-03-30,000867.OF,1.004
12,2018-04-27,000867.OF,0.98
13,2018-05-31,000867.OF,1.089
14,2018-06-29,000867.OF,1.05
15,2018-07-31,000867.OF,1.018
16,2018-08-31,000867.OF,0.903
17,2018-09-28,000867.OF,0.942
18,2018-10-31,000867.OF,0.783
19,2018-11-30,000867.OF,0.806
20,2018-12-28,000867.OF,0.767
21,2019-01-31,000867.OF,0.772
22,2019-02-28,000867.OF,0.893
23,2019-03-29,000867.OF,0.977
24,2019-04-30,000867.OF,0.959
25,2019-05-31,000867.OF,0.923
26,2019-06-28,000867.OF,0.985
27,2019-07-31,000867.OF,1.031
28,2019-08-30,000867.OF,1.091
29,2019-09-30,000867.OF,1.093
30,2019-10-31,000867.OF,1.107
31,2019-11-29,000867.OF,1.103
32,2019-12-31,000867.OF,1.191
33,2020-01-23,000867.OF,1.288
34,2020-02-28,000867.OF,1.3
35,2020-03-31,000867.OF,1.194
36,2020-04-30,000867.OF,1.262
37,2020-05-29,000867.OF,1.335
38,2020-06-30,000867.OF,1.506
39,2020-07-31,000867.OF,1.719
40,2020-08-31,000867.OF,1.747
41,2020-09-30,000867.OF,1.691
42,2020-10-30,000867.OF,1.732
43,2020-11-30,000867.OF,1.733
44,2020-12-31,000867.OF,1.997
45,2021-01-29,000867.OF,2.093
46,2021-02-26,000867.OF,1.962
47,2021-03-31,000867.OF,1.854
48,2021-04-30,000867.OF,2.03
49,2021-05-31,000867.OF,2.164
50,2021-06-30,000867.OF,2.172
51,2021-07-30,000867.OF,2.126
52,2021-08-31,000867.OF,2.153
53,2021-09-30,000867.OF,2.124
54,2021-10-29,000867.OF,2.126
55,2021-11-30,000867.OF,2.253
56,2021-12-31,000867.OF,2.261
57,2022-01-28,000867.OF,2.038
58,2022-02-28,000867.OF,2.006
59,2022-03-01,000867.OF,2.021
