,time,thscode,netAssetValue
0,2017-04-28,510210.OF,3.57
1,2017-05-31,510210.OF,3.559
2,2017-06-30,510210.OF,3.665
3,2017-07-31,510210.OF,3.803
4,2017-08-31,510210.OF,3.867
5,2017-09-29,510210.OF,3.851
6,2017-10-31,510210.OF,3.883
7,2017-11-30,510210.OF,3.811
8,2017-12-29,510210.OF,3.791
9,2018-01-31,510210.OF,3.961
10,2018-02-28,510210.OF,3.73
11,2018-03-30,510210.OF,3.648
12,2018-04-27,510210.OF,3.544
13,2018-05-31,510210.OF,3.573
14,2018-06-29,510210.OF,3.322
15,2018-07-31,510210.OF,3.391
16,2018-08-31,510210.OF,3.256
17,2018-09-28,510210.OF,3.371
18,2018-10-31,510210.OF,3.105
19,2018-11-30,510210.OF,3.101
20,2018-12-28,510210.OF,2.979
21,2019-01-31,510210.OF,3.106
22,2019-02-28,510210.OF,3.495
23,2019-03-29,510210.OF,3.684
24,2019-04-30,510210.OF,3.681
25,2019-05-31,510210.OF,3.49
26,2019-06-28,510210.OF,3.626
27,2019-07-31,510210.OF,3.668
28,2019-08-30,510210.OF,3.654
29,2019-09-30,510210.OF,3.677
30,2019-10-31,510210.OF,3.725
31,2019-11-29,510210.OF,3.672
32,2019-12-31,510210.OF,3.91
33,2020-01-23,510210.OF,3.807
34,2020-02-28,510210.OF,3.796
35,2020-03-31,510210.OF,3.633
36,2020-04-30,510210.OF,3.796
37,2020-05-29,510210.OF,3.816
38,2020-06-30,510210.OF,4.027
39,2020-07-31,510210.OF,4.543
40,2020-08-31,510210.OF,4.675
41,2020-09-30,510210.OF,4.451
42,2020-10-30,510210.OF,4.46
43,2020-11-30,510210.OF,4.724
44,2020-12-31,510210.OF,4.827
45,2021-01-29,510210.OF,0.966
46,2021-02-26,510210.OF,0.978
47,2021-03-31,510210.OF,0.954
48,2021-04-30,510210.OF,0.944
49,2021-05-31,510210.OF,0.999
50,2021-06-30,510210.OF,0.981
51,2021-07-30,510210.OF,0.936
52,2021-08-31,510210.OF,0.991
53,2021-09-30,510210.OF,1.007
54,2021-10-29,510210.OF,0.997
55,2021-11-30,510210.OF,0.996
56,2021-12-31,510210.OF,1.018
57,2022-01-28,510210.OF,0.949
58,2022-02-28,510210.OF,0.978
59,2022-03-01,510210.OF,0.988
