,time,thscode,netAssetValue
0,2017-04-28,160616.OF,1.302
1,2017-05-31,160616.OF,1.23
2,2017-06-30,160616.OF,1.296
3,2017-07-31,160616.OF,1.334
4,2017-08-31,160616.OF,1.37
5,2017-09-29,160616.OF,1.402
6,2017-10-31,160616.OF,1.397
7,2017-11-30,160616.OF,1.341
8,2017-12-29,160616.OF,1.34
9,2018-01-31,160616.OF,1.328
10,2018-02-28,160616.OF,1.281
11,2018-03-30,160616.OF,1.302
12,2018-04-27,160616.OF,1.253
13,2018-05-31,160616.OF,1.241
14,2018-06-29,160616.OF,1.136
15,2018-07-31,160616.OF,1.127
16,2018-08-31,160616.OF,1.053
17,2018-09-28,160616.OF,1.052
18,2018-10-31,160616.OF,0.94
19,2018-11-30,160616.OF,0.959
20,2018-12-28,160616.OF,0.916
21,2019-01-31,160616.OF,0.92
22,2019-02-28,160616.OF,1.094
23,2019-03-29,160616.OF,1.205
24,2019-04-30,160616.OF,1.158
25,2019-05-31,160616.OF,1.081
26,2019-06-28,160616.OF,1.09
27,2019-07-31,160616.OF,1.097
28,2019-08-30,160616.OF,1.098
29,2019-09-30,160616.OF,1.115
30,2019-10-31,160616.OF,1.11
31,2019-11-29,160616.OF,1.111
32,2019-12-31,160616.OF,1.188
33,2020-01-23,160616.OF,1.218
34,2020-02-28,160616.OF,1.246
35,2020-03-31,160616.OF,1.159
36,2020-04-30,160616.OF,1.235
37,2020-05-29,160616.OF,1.262
38,2020-06-30,160616.OF,1.382
39,2020-07-31,160616.OF,1.59
40,2020-08-31,160616.OF,1.634
41,2020-09-30,160616.OF,1.537
42,2020-10-30,160616.OF,1.537
43,2020-11-30,160616.OF,1.596
44,2020-12-31,160616.OF,1.614
45,2021-01-29,160616.OF,1.616
46,2021-02-26,160616.OF,1.62
47,2021-03-31,160616.OF,1.6
48,2021-04-30,160616.OF,1.667
49,2021-05-31,160616.OF,1.737
50,2021-06-30,160616.OF,1.779
51,2021-07-30,160616.OF,1.787
52,2021-08-31,160616.OF,1.919
53,2021-09-30,160616.OF,1.883
54,2021-10-29,160616.OF,1.863
55,2021-11-30,160616.OF,1.927
56,2021-12-31,160616.OF,1.952
57,2022-01-28,160616.OF,1.761
58,2022-02-28,160616.OF,1.831
59,2022-03-01,160616.OF,1.836
