,time,thscode,netAssetValue
0,2017-04-28,001113.OF,0.8544
1,2017-05-31,001113.OF,0.7999
2,2017-06-30,001113.OF,0.8493
3,2017-07-31,001113.OF,0.8968
4,2017-08-31,001113.OF,0.9075
5,2017-09-29,001113.OF,0.9084
6,2017-10-31,001113.OF,0.8876
7,2017-11-30,001113.OF,0.8595
8,2017-12-29,001113.OF,0.8509
9,2018-01-31,001113.OF,0.8656
10,2018-02-28,001113.OF,0.8327
11,2018-03-30,001113.OF,0.8243
12,2018-04-27,001113.OF,0.7868
13,2018-05-31,001113.OF,0.7811
14,2018-06-29,001113.OF,0.7138
15,2018-07-31,001113.OF,0.7013
16,2018-08-31,001113.OF,0.6531
17,2018-09-28,001113.OF,0.6503
18,2018-10-31,001113.OF,0.5828
19,2018-11-30,001113.OF,0.5866
20,2018-12-28,001113.OF,0.5714
21,2019-01-31,001113.OF,0.5766
22,2019-02-28,001113.OF,0.6627
23,2019-03-29,001113.OF,0.7156
24,2019-04-30,001113.OF,0.6862
25,2019-05-31,001113.OF,0.6253
26,2019-06-28,001113.OF,0.6323
27,2019-07-31,001113.OF,0.6327
28,2019-08-30,001113.OF,0.6203
29,2019-09-30,001113.OF,0.6167
30,2019-10-31,001113.OF,0.63
31,2019-11-29,001113.OF,0.6155
32,2019-12-31,001113.OF,0.6666
33,2020-01-23,001113.OF,0.7024
34,2020-02-28,001113.OF,0.7376
35,2020-03-31,001113.OF,0.6813
36,2020-04-30,001113.OF,0.7259
37,2020-05-29,001113.OF,0.7323
38,2020-06-30,001113.OF,0.8497
39,2020-07-31,001113.OF,1.0094
40,2020-08-31,001113.OF,1.015
41,2020-09-30,001113.OF,0.9433
42,2020-10-30,001113.OF,0.9636
43,2020-11-30,001113.OF,0.9465
44,2020-12-31,001113.OF,1.0038
45,2021-01-29,001113.OF,1.0432
46,2021-02-26,001113.OF,0.9932
47,2021-03-31,001113.OF,0.9482
48,2021-04-30,001113.OF,1.0078
49,2021-05-31,001113.OF,1.0513
50,2021-06-30,001113.OF,1.1254
51,2021-07-30,001113.OF,1.2201
52,2021-08-31,001113.OF,1.3095
53,2021-09-30,001113.OF,1.2208
54,2021-10-29,001113.OF,1.2512
55,2021-11-30,001113.OF,1.26
56,2021-12-31,001113.OF,1.1702
57,2022-01-28,001113.OF,1.0051
58,2022-02-28,001113.OF,1.06
59,2022-03-01,001113.OF,1.0573
