,time,thscode,netAssetValue
0,2017-04-28,510010.OF,0.993
1,2017-05-31,510010.OF,1.032
2,2017-06-30,510010.OF,1.078
3,2017-07-31,510010.OF,1.124
4,2017-08-31,510010.OF,1.146
5,2017-09-29,510010.OF,1.126
6,2017-10-31,510010.OF,1.176
7,2017-11-30,510010.OF,1.195
8,2017-12-29,510010.OF,1.189
9,2018-01-31,510010.OF,1.266
10,2018-02-28,510010.OF,1.177
11,2018-03-30,510010.OF,1.127
12,2018-04-27,510010.OF,1.094
13,2018-05-31,510010.OF,1.097
14,2018-06-29,510010.OF,1.032
15,2018-07-31,510010.OF,1.072
16,2018-08-31,510010.OF,1.045
17,2018-09-28,510010.OF,1.091
18,2018-10-31,510010.OF,1.019
19,2018-11-30,510010.OF,1.009
20,2018-12-28,510010.OF,0.959
21,2019-01-31,510010.OF,1.013
22,2019-02-28,510010.OF,1.125
23,2019-03-29,510010.OF,1.169
24,2019-04-30,510010.OF,1.196
25,2019-05-31,510010.OF,1.108
26,2019-06-28,510010.OF,1.176
27,2019-07-31,510010.OF,1.184
28,2019-08-30,510010.OF,1.142
29,2019-09-30,510010.OF,1.149
30,2019-10-31,510010.OF,1.158
31,2019-11-29,510010.OF,1.148
32,2019-12-31,510010.OF,1.215
33,2020-01-23,510010.OF,1.176
34,2020-02-28,510010.OF,1.14
35,2020-03-31,510010.OF,1.073
36,2020-04-30,510010.OF,1.119
37,2020-05-29,510010.OF,1.089
38,2020-06-30,510010.OF,1.138
39,2020-07-31,510010.OF,1.294
40,2020-08-31,510010.OF,1.362
41,2020-09-30,510010.OF,1.324
42,2020-10-30,510010.OF,1.356
43,2020-11-30,510010.OF,1.478
44,2020-12-31,510010.OF,1.479
45,2021-01-29,510010.OF,1.493
46,2021-02-26,510010.OF,1.547
47,2021-03-31,510010.OF,1.502
48,2021-04-30,510010.OF,1.488
49,2021-05-31,510010.OF,1.54
50,2021-06-30,510010.OF,1.498
51,2021-07-30,510010.OF,1.4
52,2021-08-31,510010.OF,1.472
53,2021-09-30,510010.OF,1.489
54,2021-10-29,510010.OF,1.504
55,2021-11-30,510010.OF,1.461
56,2021-12-31,510010.OF,1.513
57,2022-01-28,510010.OF,1.456
58,2022-02-28,510010.OF,1.487
59,2022-03-01,510010.OF,1.499
