,time,thscode,netAssetValue
0,2017-04-28,001163.OF,0.935
1,2017-05-31,001163.OF,0.917
2,2017-06-30,001163.OF,0.981
3,2017-07-31,001163.OF,0.97
4,2017-08-31,001163.OF,0.994
5,2017-09-29,001163.OF,1.033
6,2017-10-31,001163.OF,1.13
7,2017-11-30,001163.OF,1.1
8,2017-12-29,001163.OF,1.145
9,2018-01-31,001163.OF,1.205
10,2018-02-28,001163.OF,1.136
11,2018-03-30,001163.OF,1.092
12,2018-04-27,001163.OF,1.065
13,2018-05-31,001163.OF,1.125
14,2018-06-29,001163.OF,1.055
15,2018-07-31,001163.OF,1.01
16,2018-08-31,001163.OF,0.915
17,2018-09-28,001163.OF,0.921
18,2018-10-31,001163.OF,0.803
19,2018-11-30,001163.OF,0.823
20,2018-12-28,001163.OF,0.802
21,2019-01-31,001163.OF,0.821
22,2019-02-28,001163.OF,0.958
23,2019-03-29,001163.OF,1.085
24,2019-04-30,001163.OF,1.13
25,2019-05-31,001163.OF,1.051
26,2019-06-28,001163.OF,1.113
27,2019-07-31,001163.OF,1.117
28,2019-08-30,001163.OF,1.169
29,2019-09-30,001163.OF,1.151
30,2019-10-31,001163.OF,1.212
31,2019-11-29,001163.OF,1.199
32,2019-12-31,001163.OF,1.268
33,2020-01-23,001163.OF,1.254
34,2020-02-28,001163.OF,1.245
35,2020-03-31,001163.OF,1.247
36,2020-04-30,001163.OF,1.366
37,2020-05-29,001163.OF,1.441
38,2020-06-30,001163.OF,1.607
39,2020-07-31,001163.OF,1.931
40,2020-08-31,001163.OF,2.188
41,2020-09-30,001163.OF,2.023
42,2020-10-30,001163.OF,2.141
43,2020-11-30,001163.OF,2.155
44,2020-12-31,001163.OF,2.391
45,2021-01-29,001163.OF,2.488
46,2021-02-26,001163.OF,2.349
47,2021-03-31,001163.OF,2.259
48,2021-04-30,001163.OF,2.407
49,2021-05-31,001163.OF,2.526
50,2021-06-30,001163.OF,2.535
51,2021-07-30,001163.OF,2.407
52,2021-08-31,001163.OF,2.293
53,2021-09-30,001163.OF,2.207
54,2021-10-29,001163.OF,2.346
55,2021-11-30,001163.OF,2.352
56,2021-12-31,001163.OF,2.339
57,2022-01-28,001163.OF,2.089
58,2022-02-28,001163.OF,2.092
59,2022-03-01,001163.OF,2.114
