,time,thscode,netAssetValue
0,2017-04-28,159948.OF,1.919
1,2017-05-31,159948.OF,1.8388
2,2017-06-30,159948.OF,1.8989
3,2017-07-31,159948.OF,1.817
4,2017-08-31,159948.OF,1.9382
5,2017-09-29,159948.OF,1.9589
6,2017-10-31,159948.OF,1.9642
7,2017-11-30,159948.OF,1.8585
8,2017-12-29,159948.OF,1.841
9,2018-01-31,159948.OF,1.7953
10,2018-02-28,159948.OF,1.8168
11,2018-03-30,159948.OF,1.9674
12,2018-04-27,159948.OF,1.871
13,2018-05-31,159948.OF,1.8118
14,2018-06-29,159948.OF,1.6725
15,2018-07-31,159948.OF,1.6326
16,2018-08-31,159948.OF,1.4983
17,2018-09-28,159948.OF,1.4728
18,2018-10-31,159948.OF,1.3301
19,2018-11-30,159948.OF,1.3864
20,2018-12-28,159948.OF,1.3051
21,2019-01-31,159948.OF,1.2811
22,2019-02-28,159948.OF,1.6016
23,2019-03-29,159948.OF,1.766
24,2019-04-30,159948.OF,1.6938
25,2019-05-31,159948.OF,1.5515
26,2019-06-28,159948.OF,1.5821
27,2019-07-31,159948.OF,1.645
28,2019-08-30,159948.OF,1.6866
29,2019-09-30,159948.OF,1.7035
30,2019-10-31,159948.OF,1.7497
31,2019-11-29,159948.OF,1.7425
32,2019-12-31,159948.OF,1.8806
33,2020-01-23,159948.OF,2.0149
34,2020-02-28,159948.OF,2.1647
35,2020-03-31,159948.OF,1.9559
36,2020-04-30,159948.OF,2.1622
37,2020-05-29,159948.OF,2.1836
38,2020-06-30,159948.OF,2.5571
39,2020-07-31,159948.OF,2.9323
40,2020-08-31,159948.OF,2.8687
41,2020-09-30,159948.OF,2.711
42,2020-10-30,159948.OF,2.799
43,2020-11-30,159948.OF,2.7769
44,2020-12-31,159948.OF,3.1323
45,2021-01-29,159948.OF,3.3033
46,2021-02-26,159948.OF,3.0775
47,2021-03-31,159948.OF,2.9158
48,2021-04-30,159948.OF,3.275
49,2021-05-31,159948.OF,3.5094
50,2021-06-30,159948.OF,3.6941
51,2021-07-30,159948.OF,3.6577
52,2021-08-31,159948.OF,3.4196
53,2021-09-30,159948.OF,3.4523
54,2021-10-29,159948.OF,3.5646
55,2021-11-30,159948.OF,3.7181
56,2021-12-31,159948.OF,3.5352
57,2022-01-28,159948.OF,3.0951
58,2022-02-28,159948.OF,3.0657
59,2022-03-01,159948.OF,3.0705
