,time,thscode,netAssetValue
0,2017-04-28,160716.OF,1.2767
1,2017-05-31,160716.OF,1.3359
2,2017-06-30,160716.OF,1.3949
3,2017-07-31,160716.OF,1.4556
4,2017-08-31,160716.OF,1.4858
5,2017-09-29,160716.OF,1.464
6,2017-10-31,160716.OF,1.5229
7,2017-11-30,160716.OF,1.5623
8,2017-12-29,160716.OF,1.5547
9,2018-01-31,160716.OF,1.7106
10,2018-02-28,160716.OF,1.5857
11,2018-03-30,160716.OF,1.5043
12,2018-04-27,160716.OF,1.4704
13,2018-05-31,160716.OF,1.4669
14,2018-06-29,160716.OF,1.3948
15,2018-07-31,160716.OF,1.4596
16,2018-08-31,160716.OF,1.4296
17,2018-09-28,160716.OF,1.5009
18,2018-10-31,160716.OF,1.445
19,2018-11-30,160716.OF,1.413
20,2018-12-28,160716.OF,1.3559
21,2019-01-31,160716.OF,1.4471
22,2019-02-28,160716.OF,1.552
23,2019-03-29,160716.OF,1.5703
24,2019-04-30,160716.OF,1.6136
25,2019-05-31,160716.OF,1.5104
26,2019-06-28,160716.OF,1.5926
27,2019-07-31,160716.OF,1.6094
28,2019-08-30,160716.OF,1.5532
29,2019-09-30,160716.OF,1.5679
30,2019-10-31,160716.OF,1.5921
31,2019-11-29,160716.OF,1.5678
32,2019-12-31,160716.OF,1.6455
33,2020-01-23,160716.OF,1.5701
34,2020-02-28,160716.OF,1.5122
35,2020-03-31,160716.OF,1.4327
36,2020-04-30,160716.OF,1.4778
37,2020-05-29,160716.OF,1.4391
38,2020-06-30,160716.OF,1.4525
39,2020-07-31,160716.OF,1.5709
40,2020-08-31,160716.OF,1.6091
41,2020-09-30,160716.OF,1.5707
42,2020-10-30,160716.OF,1.6113
43,2020-11-30,160716.OF,1.7511
44,2020-12-31,160716.OF,1.6926
45,2021-01-29,160716.OF,1.6923
46,2021-02-26,160716.OF,1.7628
47,2021-03-31,160716.OF,1.749
48,2021-04-30,160716.OF,1.6889
49,2021-05-31,160716.OF,1.73
50,2021-06-30,160716.OF,1.6706
51,2021-07-30,160716.OF,1.5348
52,2021-08-31,160716.OF,1.6073
53,2021-09-30,160716.OF,1.6586
54,2021-10-29,160716.OF,1.631
55,2021-11-30,160716.OF,1.5816
56,2021-12-31,160716.OF,1.6653
57,2022-01-28,160716.OF,1.6668
58,2022-02-28,160716.OF,1.6758
59,2022-03-01,160716.OF,1.6944
