,time,thscode,netAssetValue
0,2017-04-28,481012.OF,1.0651
1,2017-05-31,481012.OF,1.0941
2,2017-06-30,481012.OF,1.2059
3,2017-07-31,481012.OF,1.2121
4,2017-08-31,481012.OF,1.22
5,2017-09-29,481012.OF,1.2592
6,2017-10-31,481012.OF,1.3461
7,2017-11-30,481012.OF,1.3591
8,2017-12-29,481012.OF,1.4126
9,2018-01-31,481012.OF,1.5344
10,2018-02-28,481012.OF,1.4126
11,2018-03-30,481012.OF,1.3514
12,2018-04-27,481012.OF,1.3052
13,2018-05-31,481012.OF,1.3441
14,2018-06-29,481012.OF,1.242
15,2018-07-31,481012.OF,1.2129
16,2018-08-31,481012.OF,1.1327
17,2018-09-28,481012.OF,1.1599
18,2018-10-31,481012.OF,1.0567
19,2018-11-30,481012.OF,1.0987
20,2018-12-28,481012.OF,1.0601
21,2019-01-31,481012.OF,1.1721
22,2019-02-28,481012.OF,1.3265
23,2019-03-29,481012.OF,1.4608
24,2019-04-30,481012.OF,1.5032
25,2019-05-31,481012.OF,1.4162
26,2019-06-28,481012.OF,1.4829
27,2019-07-31,481012.OF,1.5157
28,2019-08-30,481012.OF,1.5354
29,2019-09-30,481012.OF,1.5123
30,2019-10-31,481012.OF,1.5681
31,2019-11-29,481012.OF,1.5347
32,2019-12-31,481012.OF,1.6524
33,2020-01-23,481012.OF,1.59
34,2020-02-28,481012.OF,1.5491
35,2020-03-31,481012.OF,1.4283
36,2020-04-30,481012.OF,1.5254
37,2020-05-29,481012.OF,1.529
38,2020-06-30,481012.OF,1.6373
39,2020-07-31,481012.OF,1.8523
40,2020-08-31,481012.OF,1.945
41,2020-09-30,481012.OF,1.8427
42,2020-10-30,481012.OF,1.9513
43,2020-11-30,481012.OF,2.1051
44,2020-12-31,481012.OF,1.7066
45,2021-01-29,481012.OF,1.7649
46,2021-02-26,481012.OF,1.7828
47,2021-03-31,481012.OF,1.6899
48,2021-04-30,481012.OF,1.722
49,2021-05-31,481012.OF,1.7396
50,2021-06-30,481012.OF,1.6328
51,2021-07-30,481012.OF,1.4228
52,2021-08-31,481012.OF,1.4119
53,2021-09-30,481012.OF,1.4691
54,2021-10-29,481012.OF,1.4487
55,2021-11-30,481012.OF,1.4275
56,2021-12-31,481012.OF,1.5024
57,2022-01-28,481012.OF,1.4229
58,2022-02-28,481012.OF,1.3866
59,2022-03-01,481012.OF,1.4024
