,time,thscode,netAssetValue
0,2017-04-28,001725.OF,1.016
1,2017-05-31,001725.OF,1.035
2,2017-06-30,001725.OF,1.103
3,2017-07-31,001725.OF,1.128
4,2017-08-31,001725.OF,1.159
5,2017-09-29,001725.OF,1.198
6,2017-10-31,001725.OF,1.309
7,2017-11-30,001725.OF,1.299
8,2017-12-29,001725.OF,1.359
9,2018-01-31,001725.OF,1.47
10,2018-02-28,001725.OF,1.421
11,2018-03-30,001725.OF,1.366
12,2018-04-27,001725.OF,1.322
13,2018-05-31,001725.OF,1.373
14,2018-06-29,001725.OF,1.298
15,2018-07-31,001725.OF,1.299
16,2018-08-31,001725.OF,1.216
17,2018-09-28,001725.OF,1.268
18,2018-10-31,001725.OF,1.142
19,2018-11-30,001725.OF,1.149
20,2018-12-28,001725.OF,1.085
21,2019-01-31,001725.OF,1.162
22,2019-02-28,001725.OF,1.25
23,2019-03-29,001725.OF,1.308
24,2019-04-30,001725.OF,1.352
25,2019-05-31,001725.OF,1.291
26,2019-06-28,001725.OF,1.369
27,2019-07-31,001725.OF,1.373
28,2019-08-30,001725.OF,1.396
29,2019-09-30,001725.OF,1.399
30,2019-10-31,001725.OF,1.451
31,2019-11-29,001725.OF,1.412
32,2019-12-31,001725.OF,1.457
33,2020-01-23,001725.OF,1.41
34,2020-02-28,001725.OF,1.391
35,2020-03-31,001725.OF,1.367
36,2020-04-30,001725.OF,1.486
37,2020-05-29,001725.OF,1.601
38,2020-06-30,001725.OF,1.73
39,2020-07-31,001725.OF,2.127
40,2020-08-31,001725.OF,2.249
41,2020-09-30,001725.OF,2.152
42,2020-10-30,001725.OF,2.22
43,2020-11-30,001725.OF,2.175
44,2020-12-31,001725.OF,2.362
45,2021-01-29,001725.OF,2.422
46,2021-02-26,001725.OF,2.316
47,2021-03-31,001725.OF,2.224
48,2021-04-30,001725.OF,2.356
49,2021-05-31,001725.OF,2.433
50,2021-06-30,001725.OF,2.472
51,2021-07-30,001725.OF,2.676
52,2021-08-31,001725.OF,2.819
53,2021-09-30,001725.OF,2.643
54,2021-10-29,001725.OF,2.761
55,2021-11-30,001725.OF,2.928
56,2021-12-31,001725.OF,2.944
57,2022-01-28,001725.OF,2.624
58,2022-02-28,001725.OF,2.6
59,2022-03-01,001725.OF,2.628
