,time,thscode,netAssetValue
0,2017-04-28,090012.OF,0.951
1,2017-05-31,090012.OF,0.929
2,2017-06-30,090012.OF,1.001
3,2017-07-31,090012.OF,0.965
4,2017-08-31,090012.OF,1.007
5,2017-09-29,090012.OF,1.028
6,2017-10-31,090012.OF,1.09
7,2017-11-30,090012.OF,1.043
8,2017-12-29,090012.OF,1.051
9,2018-01-31,090012.OF,1.028
10,2018-02-28,090012.OF,1.053
11,2018-03-30,090012.OF,1.064
12,2018-04-27,090012.OF,1.001
13,2018-05-31,090012.OF,0.979
14,2018-06-29,090012.OF,0.901
15,2018-07-31,090012.OF,0.879
16,2018-08-31,090012.OF,0.796
17,2018-09-28,090012.OF,0.762
18,2018-10-31,090012.OF,0.693
19,2018-11-30,090012.OF,0.695
20,2018-12-28,090012.OF,0.638
21,2019-01-31,090012.OF,0.665
22,2019-02-28,090012.OF,0.827
23,2019-03-29,090012.OF,0.894
24,2019-04-30,090012.OF,0.841
25,2019-05-31,090012.OF,0.754
26,2019-06-28,090012.OF,0.796
27,2019-07-31,090012.OF,0.832
28,2019-08-30,090012.OF,0.848
29,2019-09-30,090012.OF,0.883
30,2019-10-31,090012.OF,0.913
31,2019-11-29,090012.OF,0.909
32,2019-12-31,090012.OF,0.991
33,2020-01-23,090012.OF,1.07
34,2020-02-28,090012.OF,1.177
35,2020-03-31,090012.OF,1.062
36,2020-04-30,090012.OF,1.156
37,2020-05-29,090012.OF,1.182
38,2020-06-30,090012.OF,1.397
39,2020-07-31,090012.OF,1.576
40,2020-08-31,090012.OF,1.545
41,2020-09-30,090012.OF,1.459
42,2020-10-30,090012.OF,1.468
43,2020-11-30,090012.OF,1.41
44,2020-12-31,090012.OF,1.532
45,2021-01-29,090012.OF,1.596
46,2021-02-26,090012.OF,1.54
47,2021-03-31,090012.OF,1.446
48,2021-04-30,090012.OF,1.611
49,2021-05-31,090012.OF,1.639
50,2021-06-30,090012.OF,1.654
51,2021-07-30,090012.OF,1.513
52,2021-08-31,090012.OF,1.424
53,2021-09-30,090012.OF,1.411
54,2021-10-29,090012.OF,1.419
55,2021-11-30,090012.OF,1.469
56,2021-12-31,090012.OF,1.489
57,2022-01-28,090012.OF,1.308
58,2022-02-28,090012.OF,1.309
59,2022-03-01,090012.OF,1.306
