,time,thscode,netAssetValue
0,2017-04-28,540007.OF,1.1666
1,2017-05-31,540007.OF,1.1245
2,2017-06-30,540007.OF,1.1972
3,2017-07-31,540007.OF,1.2114
4,2017-08-31,540007.OF,1.2271
5,2017-09-29,540007.OF,1.2478
6,2017-10-31,540007.OF,1.2807
7,2017-11-30,540007.OF,1.2176
8,2017-12-29,540007.OF,1.2236
9,2018-01-31,540007.OF,1.2326
10,2018-02-28,540007.OF,1.172
11,2018-03-30,540007.OF,1.1592
12,2018-04-27,540007.OF,1.1446
13,2018-05-31,540007.OF,1.141
14,2018-06-29,540007.OF,1.0654
15,2018-07-31,540007.OF,1.0609
16,2018-08-31,540007.OF,0.9912
17,2018-09-28,540007.OF,0.9778
18,2018-10-31,540007.OF,0.9145
19,2018-11-30,540007.OF,0.9231
20,2018-12-28,540007.OF,0.9077
21,2019-01-31,540007.OF,0.9203
22,2019-02-28,540007.OF,1.0777
23,2019-03-29,540007.OF,1.2062
24,2019-04-30,540007.OF,1.1801
25,2019-05-31,540007.OF,1.0924
26,2019-06-28,540007.OF,1.1298
27,2019-07-31,540007.OF,1.1435
28,2019-08-30,540007.OF,1.2083
29,2019-09-30,540007.OF,1.2356
30,2019-10-31,540007.OF,1.2513
31,2019-11-29,540007.OF,1.2507
32,2019-12-31,540007.OF,1.3838
33,2020-01-23,540007.OF,1.4843
34,2020-02-28,540007.OF,1.5627
35,2020-03-31,540007.OF,1.4295
36,2020-04-30,540007.OF,1.5432
37,2020-05-29,540007.OF,1.5913
38,2020-06-30,540007.OF,1.8402
39,2020-07-31,540007.OF,2.0373
40,2020-08-31,540007.OF,2.0388
41,2020-09-30,540007.OF,1.9223
42,2020-10-30,540007.OF,1.9073
43,2020-11-30,540007.OF,2.0616
44,2020-12-31,540007.OF,2.2745
45,2021-01-29,540007.OF,2.2257
46,2021-02-26,540007.OF,2.2807
47,2021-03-31,540007.OF,2.1709
48,2021-04-30,540007.OF,2.1224
49,2021-05-31,540007.OF,2.1604
50,2021-06-30,540007.OF,2.2765
51,2021-07-30,540007.OF,2.1937
52,2021-08-31,540007.OF,2.1618
53,2021-09-30,540007.OF,2.0908
54,2021-10-29,540007.OF,1.9669
55,2021-11-30,540007.OF,2.1508
56,2021-12-31,540007.OF,2.1795
57,2022-01-28,540007.OF,1.8976
58,2022-02-28,540007.OF,1.9002
59,2022-03-01,540007.OF,1.92
