,time,thscode,netAssetValue
0,2017-04-28,180003.OF,1.0074
1,2017-05-31,180003.OF,1.0333
2,2017-06-30,180003.OF,1.0902
3,2017-07-31,180003.OF,1.1221
4,2017-08-31,180003.OF,1.1494
5,2017-09-29,180003.OF,1.1541
6,2017-10-31,180003.OF,1.2106
7,2017-11-30,180003.OF,1.2228
8,2017-12-29,180003.OF,1.2356
9,2018-01-31,180003.OF,1.2931
10,2018-02-28,180003.OF,1.2178
11,2018-03-30,180003.OF,1.1715
12,2018-04-27,180003.OF,1.134
13,2018-05-31,180003.OF,1.1458
14,2018-06-29,180003.OF,1.0863
15,2018-07-31,180003.OF,1.0965
16,2018-08-31,180003.OF,1.0503
17,2018-09-28,180003.OF,1.0805
18,2018-10-31,180003.OF,1.0007
19,2018-11-30,180003.OF,0.9998
20,2018-12-28,180003.OF,0.9655
21,2019-01-31,180003.OF,1.0212
22,2019-02-28,180003.OF,1.1282
23,2019-03-29,180003.OF,1.2066
24,2019-04-30,180003.OF,1.2204
25,2019-05-31,180003.OF,1.141
26,2019-06-28,180003.OF,1.1972
27,2019-07-31,180003.OF,1.2124
28,2019-08-30,180003.OF,1.2147
29,2019-09-30,180003.OF,1.2186
30,2019-10-31,180003.OF,1.264
31,2019-11-29,180003.OF,1.22
32,2019-12-31,180003.OF,1.317
33,2020-01-23,180003.OF,1.2821
34,2020-02-28,180003.OF,1.2538
35,2020-03-31,180003.OF,1.1501
36,2020-04-30,180003.OF,1.2306
37,2020-05-29,180003.OF,1.2459
38,2020-06-30,180003.OF,1.4003
39,2020-07-31,180003.OF,1.6399
40,2020-08-31,180003.OF,1.7129
41,2020-09-30,180003.OF,1.6548
42,2020-10-30,180003.OF,1.7032
43,2020-11-30,180003.OF,1.7215
44,2020-12-31,180003.OF,1.8022
45,2021-01-29,180003.OF,1.8975
46,2021-02-26,180003.OF,1.8146
47,2021-03-31,180003.OF,1.7688
48,2021-04-30,180003.OF,1.8722
49,2021-05-31,180003.OF,1.9528
50,2021-06-30,180003.OF,1.9601
51,2021-07-30,180003.OF,1.8184
52,2021-08-31,180003.OF,1.7613
53,2021-09-30,180003.OF,1.7911
54,2021-10-29,180003.OF,1.8088
55,2021-11-30,180003.OF,1.8785
56,2021-12-31,180003.OF,1.6201
57,2022-01-28,180003.OF,1.4529
58,2022-02-28,180003.OF,1.4378
59,2022-03-01,180003.OF,1.4457
