,time,thscode,netAssetValue
0,2017-04-28,002670.OF,0.9973
1,2017-05-31,002670.OF,0.9923
2,2017-06-30,002670.OF,1.0075
3,2017-07-31,002670.OF,1.0165
4,2017-08-31,002670.OF,1.0185
5,2017-09-29,002670.OF,1.0228
6,2017-10-31,002670.OF,1.031
7,2017-11-30,002670.OF,1.0118
8,2017-12-29,002670.OF,1.0121
9,2018-01-31,002670.OF,1.0758
10,2018-02-28,002670.OF,1.02
11,2018-03-30,002670.OF,0.9983
12,2018-04-27,002670.OF,0.9633
13,2018-05-31,002670.OF,0.999
14,2018-06-29,002670.OF,0.9432
15,2018-07-31,002670.OF,0.9471
16,2018-08-31,002670.OF,0.8901
17,2018-09-28,002670.OF,0.9168
18,2018-10-31,002670.OF,0.8441
19,2018-11-30,002670.OF,0.8364
20,2018-12-28,002670.OF,0.8139
21,2019-01-31,002670.OF,0.8612
22,2019-02-28,002670.OF,0.9538
23,2019-03-29,002670.OF,1.0041
24,2019-04-30,002670.OF,1.0153
25,2019-05-31,002670.OF,0.954
26,2019-06-28,002670.OF,1.0134
27,2019-07-31,002670.OF,1.0742
28,2019-08-30,002670.OF,1.0789
29,2019-09-30,002670.OF,1.0795
30,2019-10-31,002670.OF,1.119
31,2019-11-29,002670.OF,1.1019
32,2019-12-31,002670.OF,1.1675
33,2020-01-23,002670.OF,1.1634
34,2020-02-28,002670.OF,1.159
35,2020-03-31,002670.OF,1.1064
36,2020-04-30,002670.OF,1.1771
37,2020-05-29,002670.OF,1.1605
38,2020-06-30,002670.OF,1.293
39,2020-07-31,002670.OF,1.4939
40,2020-08-31,002670.OF,1.5738
41,2020-09-30,002670.OF,1.5012
42,2020-10-30,002670.OF,1.5237
43,2020-11-30,002670.OF,1.5933
44,2020-12-31,002670.OF,1.5104
45,2021-01-29,002670.OF,1.555
46,2021-02-26,002670.OF,1.5524
47,2021-03-31,002670.OF,1.4955
48,2021-04-30,002670.OF,1.523
49,2021-05-31,002670.OF,1.5674
50,2021-06-30,002670.OF,1.5697
51,2021-07-30,002670.OF,1.4892
52,2021-08-31,002670.OF,1.5114
53,2021-09-30,002670.OF,1.5089
54,2021-10-29,002670.OF,1.5391
55,2021-11-30,002670.OF,1.5136
56,2021-12-31,002670.OF,1.5312
57,2022-01-28,002670.OF,1.4278
58,2022-02-28,002670.OF,1.4464
59,2022-03-01,002670.OF,1.4595
