,time,thscode,netAssetValue
0,2017-04-28,002697.OF,1.038
1,2017-05-31,002697.OF,1.026
2,2017-06-30,002697.OF,1.086
3,2017-07-31,002697.OF,1.089
4,2017-08-31,002697.OF,1.105
5,2017-09-29,002697.OF,1.151
6,2017-10-31,002697.OF,1.226
7,2017-11-30,002697.OF,1.192
8,2017-12-29,002697.OF,1.294
9,2018-01-31,002697.OF,1.343
10,2018-02-28,002697.OF,1.278
11,2018-03-30,002697.OF,1.253
12,2018-04-27,002697.OF,1.249
13,2018-05-31,002697.OF,1.411
14,2018-06-29,002697.OF,1.33
15,2018-07-31,002697.OF,1.276
16,2018-08-31,002697.OF,1.195
17,2018-09-28,002697.OF,1.228
18,2018-10-31,002697.OF,1.09
19,2018-11-30,002697.OF,1.122
20,2018-12-28,002697.OF,1.07
21,2019-01-31,002697.OF,1.113
22,2019-02-28,002697.OF,1.284
23,2019-03-29,002697.OF,1.497
24,2019-04-30,002697.OF,1.613
25,2019-05-31,002697.OF,1.585
26,2019-06-28,002697.OF,1.57
27,2019-07-31,002697.OF,1.64
28,2019-08-30,002697.OF,1.658
29,2019-09-30,002697.OF,1.586
30,2019-10-31,002697.OF,1.754
31,2019-11-29,002697.OF,1.736
32,2019-12-31,002697.OF,1.83
33,2020-01-23,002697.OF,1.8
34,2020-02-28,002697.OF,1.983
35,2020-03-31,002697.OF,2.076
36,2020-04-30,002697.OF,2.259
37,2020-05-29,002697.OF,2.491
38,2020-06-30,002697.OF,2.818
39,2020-07-31,002697.OF,3.119
40,2020-08-31,002697.OF,3.236
41,2020-09-30,002697.OF,2.918
42,2020-10-30,002697.OF,2.883
43,2020-11-30,002697.OF,2.791
44,2020-12-31,002697.OF,2.785
45,2021-01-29,002697.OF,2.869
46,2021-02-26,002697.OF,2.827
47,2021-03-31,002697.OF,2.79
48,2021-04-30,002697.OF,2.945
49,2021-05-31,002697.OF,3.03
50,2021-06-30,002697.OF,3.001
51,2021-07-30,002697.OF,2.581
52,2021-08-31,002697.OF,2.604
53,2021-09-30,002697.OF,2.519
54,2021-10-29,002697.OF,2.547
55,2021-11-30,002697.OF,2.685
56,2021-12-31,002697.OF,2.714
57,2022-01-28,002697.OF,2.367
58,2022-02-28,002697.OF,2.346
59,2022-03-01,002697.OF,2.355
