,time,thscode,netAssetValue
0,2017-04-28,501031.OF,1.0644
1,2017-05-31,501031.OF,0.9843
2,2017-06-30,501031.OF,1.0041
3,2017-07-31,501031.OF,0.9424
4,2017-08-31,501031.OF,0.9889
5,2017-09-29,501031.OF,1.0082
6,2017-10-31,501031.OF,0.9968
7,2017-11-30,501031.OF,0.9299
8,2017-12-29,501031.OF,0.9306
9,2018-01-31,501031.OF,0.8607
10,2018-02-28,501031.OF,0.824
11,2018-03-30,501031.OF,0.8351
12,2018-04-27,501031.OF,0.7934
13,2018-05-31,501031.OF,0.759
14,2018-06-29,501031.OF,0.673
15,2018-07-31,501031.OF,0.6565
16,2018-08-31,501031.OF,0.5803
17,2018-09-28,501031.OF,0.576
18,2018-10-31,501031.OF,0.508
19,2018-11-30,501031.OF,0.5374
20,2018-12-28,501031.OF,0.5224
21,2019-01-31,501031.OF,0.4983
22,2019-02-28,501031.OF,0.6034
23,2019-03-29,501031.OF,0.6427
24,2019-04-30,501031.OF,0.6139
25,2019-05-31,501031.OF,0.5685
26,2019-06-28,501031.OF,0.605
27,2019-07-31,501031.OF,0.5706
28,2019-08-30,501031.OF,0.5522
29,2019-09-30,501031.OF,0.551
30,2019-10-31,501031.OF,0.5593
31,2019-11-29,501031.OF,0.5346
32,2019-12-31,501031.OF,0.5559
33,2020-01-23,501031.OF,0.5573
34,2020-02-28,501031.OF,0.5536
35,2020-03-31,501031.OF,0.5342
36,2020-04-30,501031.OF,0.5464
37,2020-05-29,501031.OF,0.5429
38,2020-06-30,501031.OF,0.5549
39,2020-07-31,501031.OF,0.6129
40,2020-08-31,501031.OF,0.6469
41,2020-09-30,501031.OF,0.5909
42,2020-10-30,501031.OF,0.5776
43,2020-11-30,501031.OF,0.5781
44,2020-12-31,501031.OF,0.5476
45,2021-01-29,501031.OF,0.5132
46,2021-02-26,501031.OF,0.5471
47,2021-03-31,501031.OF,0.5865
48,2021-04-30,501031.OF,0.5488
49,2021-05-31,501031.OF,0.5627
50,2021-06-30,501031.OF,0.5564
51,2021-07-30,501031.OF,0.5533
52,2021-08-31,501031.OF,0.6208
53,2021-09-30,501031.OF,0.6402
54,2021-10-29,501031.OF,0.59
55,2021-11-30,501031.OF,0.6569
56,2021-12-31,501031.OF,0.6684
57,2022-01-28,501031.OF,0.602
58,2022-02-28,501031.OF,0.6463
59,2022-03-01,501031.OF,0.6474
