,time,thscode,netAssetValue
0,2017-04-28,001645.OF,1.43
1,2017-05-31,001645.OF,1.362
2,2017-06-30,001645.OF,1.491
3,2017-07-31,001645.OF,1.45
4,2017-08-31,001645.OF,1.507
5,2017-09-29,001645.OF,1.571
6,2017-10-31,001645.OF,1.68
7,2017-11-30,001645.OF,1.51
8,2017-12-29,001645.OF,1.548
9,2018-01-31,001645.OF,1.502
10,2018-02-28,001645.OF,1.51
11,2018-03-30,001645.OF,1.641
12,2018-04-27,001645.OF,1.731
13,2018-05-31,001645.OF,1.723
14,2018-06-29,001645.OF,1.584
15,2018-07-31,001645.OF,1.529
16,2018-08-31,001645.OF,1.429
17,2018-09-28,001645.OF,1.393
18,2018-10-31,001645.OF,1.256
19,2018-11-30,001645.OF,1.285
20,2018-12-28,001645.OF,1.185
21,2019-01-31,001645.OF,1.19
22,2019-02-28,001645.OF,1.406
23,2019-03-29,001645.OF,1.645
24,2019-04-30,001645.OF,1.581
25,2019-05-31,001645.OF,1.518
26,2019-06-28,001645.OF,1.559
27,2019-07-31,001645.OF,1.628
28,2019-08-30,001645.OF,1.825
29,2019-09-30,001645.OF,1.935
30,2019-10-31,001645.OF,1.924
31,2019-11-29,001645.OF,1.936
32,2019-12-31,001645.OF,2.152
33,2020-01-23,001645.OF,2.379
34,2020-02-28,001645.OF,2.515
35,2020-03-31,001645.OF,2.319
36,2020-04-30,001645.OF,2.613
37,2020-05-29,001645.OF,2.675
38,2020-06-30,001645.OF,2.924
39,2020-07-31,001645.OF,3.43
40,2020-08-31,001645.OF,3.551
41,2020-09-30,001645.OF,3.112
42,2020-10-30,001645.OF,3.088
43,2020-11-30,001645.OF,2.974
44,2020-12-31,001645.OF,2.726
45,2021-01-29,001645.OF,2.793
46,2021-02-26,001645.OF,2.93
47,2021-03-31,001645.OF,2.907
48,2021-04-30,001645.OF,2.863
49,2021-05-31,001645.OF,3.184
50,2021-06-30,001645.OF,3.127
51,2021-07-30,001645.OF,2.977
52,2021-08-31,001645.OF,3.138
53,2021-09-30,001645.OF,3.052
54,2021-10-29,001645.OF,3.111
55,2021-11-30,001645.OF,3.197
56,2021-12-31,001645.OF,3.285
57,2022-01-28,001645.OF,3.079
58,2022-02-28,001645.OF,3.173
59,2022-03-01,001645.OF,3.177
