,time,thscode,netAssetValue
0,2017-04-28,512220.OF,1.3413
1,2017-05-31,512220.OF,1.2977
2,2017-06-30,512220.OF,1.385
3,2017-07-31,512220.OF,1.3511
4,2017-08-31,512220.OF,1.435
5,2017-09-29,512220.OF,1.4699
6,2017-10-31,512220.OF,1.5156
7,2017-11-30,512220.OF,1.4429
8,2017-12-29,512220.OF,1.4321
9,2018-01-31,512220.OF,1.3843
10,2018-02-28,512220.OF,1.4093
11,2018-03-30,512220.OF,1.4443
12,2018-04-27,512220.OF,1.336
13,2018-05-31,512220.OF,1.316
14,2018-06-29,512220.OF,1.1919
15,2018-07-31,512220.OF,1.1959
16,2018-08-31,512220.OF,1.1356
17,2018-09-28,512220.OF,1.0944
18,2018-10-31,512220.OF,0.9644
19,2018-11-30,512220.OF,0.998
20,2018-12-28,512220.OF,0.9434
21,2019-01-31,512220.OF,0.9558
22,2019-02-28,512220.OF,1.2195
23,2019-03-29,512220.OF,1.3066
24,2019-04-30,512220.OF,1.2307
25,2019-05-31,512220.OF,1.1135
26,2019-06-28,512220.OF,1.1561
27,2019-07-31,512220.OF,1.196
28,2019-08-30,512220.OF,1.2172
29,2019-09-30,512220.OF,1.2825
30,2019-10-31,512220.OF,1.2814
31,2019-11-29,512220.OF,1.2963
32,2019-12-31,512220.OF,1.4051
33,2020-01-23,512220.OF,1.5477
34,2020-02-28,512220.OF,1.6542
35,2020-03-31,512220.OF,1.3882
36,2020-04-30,512220.OF,1.5267
37,2020-05-29,512220.OF,1.4888
38,2020-06-30,512220.OF,1.7219
39,2020-07-31,512220.OF,1.8529
40,2020-08-31,512220.OF,1.8392
41,2020-09-30,512220.OF,1.7119
42,2020-10-30,512220.OF,1.7076
43,2020-11-30,512220.OF,1.7416
44,2020-12-31,512220.OF,1.7361
45,2021-01-29,512220.OF,1.7714
46,2021-02-26,512220.OF,1.7039
47,2021-03-31,512220.OF,1.6106
48,2021-04-30,512220.OF,1.6839
49,2021-05-31,512220.OF,1.7453
50,2021-06-30,512220.OF,1.8688
51,2021-07-30,512220.OF,1.8813
52,2021-08-31,512220.OF,1.7538
53,2021-09-30,512220.OF,1.7227
54,2021-10-29,512220.OF,1.7478
55,2021-11-30,512220.OF,1.852
56,2021-12-31,512220.OF,1.9041
57,2022-01-28,512220.OF,1.6838
58,2022-02-28,512220.OF,1.6925
59,2022-03-01,512220.OF,1.6931
