,time,thscode,netAssetValue
0,2017-04-28,001455.OF,0.797
1,2017-05-31,001455.OF,0.755
2,2017-06-30,001455.OF,0.796
3,2017-07-31,001455.OF,0.818
4,2017-08-31,001455.OF,0.84
5,2017-09-29,001455.OF,0.86
6,2017-10-31,001455.OF,0.856
7,2017-11-30,001455.OF,0.823
8,2017-12-29,001455.OF,0.822
9,2018-01-31,001455.OF,0.815
10,2018-02-28,001455.OF,0.795
11,2018-03-30,001455.OF,0.807
12,2018-04-27,001455.OF,0.777
13,2018-05-31,001455.OF,0.768
14,2018-06-29,001455.OF,0.705
15,2018-07-31,001455.OF,0.704
16,2018-08-31,001455.OF,0.659
17,2018-09-28,001455.OF,0.659
18,2018-10-31,001455.OF,0.593
19,2018-11-30,001455.OF,0.607
20,2018-12-28,001455.OF,0.58
21,2019-01-31,001455.OF,0.582
22,2019-02-28,001455.OF,0.69
23,2019-03-29,001455.OF,0.756
24,2019-04-30,001455.OF,0.727
25,2019-05-31,001455.OF,0.68
26,2019-06-28,001455.OF,0.687
27,2019-07-31,001455.OF,0.683
28,2019-08-30,001455.OF,0.682
29,2019-09-30,001455.OF,0.689
30,2019-10-31,001455.OF,0.686
31,2019-11-29,001455.OF,0.683
32,2019-12-31,001455.OF,0.728
33,2020-01-23,001455.OF,0.742
34,2020-02-28,001455.OF,0.753
35,2020-03-31,001455.OF,0.702
36,2020-04-30,001455.OF,0.742
37,2020-05-29,001455.OF,0.752
38,2020-06-30,001455.OF,0.813
39,2020-07-31,001455.OF,0.909
40,2020-08-31,001455.OF,0.939
41,2020-09-30,001455.OF,0.889
42,2020-10-30,001455.OF,0.885
43,2020-11-30,001455.OF,0.914
44,2020-12-31,001455.OF,0.922
45,2021-01-29,001455.OF,0.919
46,2021-02-26,001455.OF,0.921
47,2021-03-31,001455.OF,0.906
48,2021-04-30,001455.OF,0.938
49,2021-05-31,001455.OF,0.975
50,2021-06-30,001455.OF,0.991
51,2021-07-30,001455.OF,0.99
52,2021-08-31,001455.OF,1.055
53,2021-09-30,001455.OF,1.034
54,2021-10-29,001455.OF,1.017
55,2021-11-30,001455.OF,1.049
56,2021-12-31,001455.OF,1.06
57,2022-01-28,001455.OF,0.954
58,2022-02-28,001455.OF,0.99
59,2022-03-01,001455.OF,0.993
