,time,thscode,netAssetValue
0,2017-04-28,159909.OF,4.71
1,2017-05-31,159909.OF,4.619
2,2017-06-30,159909.OF,5.02
3,2017-07-31,159909.OF,5.031
4,2017-08-31,159909.OF,5.296
5,2017-09-29,159909.OF,5.426
6,2017-10-31,159909.OF,5.697
7,2017-11-30,159909.OF,5.5
8,2017-12-29,159909.OF,5.577
9,2018-01-31,159909.OF,5.171
10,2018-02-28,159909.OF,5.356
11,2018-03-30,159909.OF,5.392
12,2018-04-27,159909.OF,4.961
13,2018-05-31,159909.OF,4.965
14,2018-06-29,159909.OF,4.408
15,2018-07-31,159909.OF,4.3698
16,2018-08-31,159909.OF,4.0913
17,2018-09-28,159909.OF,3.8288
18,2018-10-31,159909.OF,3.3442
19,2018-11-30,159909.OF,3.4187
20,2018-12-28,159909.OF,3.2125
21,2019-01-31,159909.OF,3.318
22,2019-02-28,159909.OF,4.3417
23,2019-03-29,159909.OF,4.6057
24,2019-04-30,159909.OF,4.3442
25,2019-05-31,159909.OF,3.8865
26,2019-06-28,159909.OF,4.0994
27,2019-07-31,159909.OF,4.2829
28,2019-08-30,159909.OF,4.37
29,2019-09-30,159909.OF,4.6459
30,2019-10-31,159909.OF,4.7113
31,2019-11-29,159909.OF,4.7499
32,2019-12-31,159909.OF,5.1939
33,2020-01-23,159909.OF,5.6977
34,2020-02-28,159909.OF,6.0978
35,2020-03-31,159909.OF,5.0466
36,2020-04-30,159909.OF,5.5942
37,2020-05-29,159909.OF,5.3972
38,2020-06-30,159909.OF,6.5099
39,2020-07-31,159909.OF,7.0983
40,2020-08-31,159909.OF,7.116
41,2020-09-30,159909.OF,6.7223
42,2020-10-30,159909.OF,6.7842
43,2020-11-30,159909.OF,6.9178
44,2020-12-31,159909.OF,7.237
45,2021-01-29,159909.OF,7.5715
46,2021-02-26,159909.OF,7.2144
47,2021-03-31,159909.OF,0.6929
48,2021-04-30,159909.OF,0.7375
49,2021-05-31,159909.OF,0.7668
50,2021-06-30,159909.OF,0.8064
51,2021-07-30,159909.OF,0.7851
52,2021-08-31,159909.OF,0.7534
53,2021-09-30,159909.OF,0.7373
54,2021-10-29,159909.OF,0.7519
55,2021-11-30,159909.OF,0.7936
56,2021-12-31,159909.OF,0.8132
57,2022-01-28,159909.OF,0.7235
58,2022-02-28,159909.OF,0.7194
59,2022-03-01,159909.OF,0.718
