,time,thscode,netAssetValue
0,2017-04-28,003634.OF,0.9789
1,2017-05-31,003634.OF,0.9422
2,2017-06-30,003634.OF,1.0053
3,2017-07-31,003634.OF,1.0468
4,2017-08-31,003634.OF,1.0752
5,2017-09-29,003634.OF,1.0956
6,2017-10-31,003634.OF,1.1464
7,2017-11-30,003634.OF,1.1161
8,2017-12-29,003634.OF,1.1661
9,2018-01-31,003634.OF,1.1732
10,2018-02-28,003634.OF,1.1012
11,2018-03-30,003634.OF,1.0639
12,2018-04-27,003634.OF,1.0259
13,2018-05-31,003634.OF,1.0936
14,2018-06-29,003634.OF,0.9722
15,2018-07-31,003634.OF,0.9881
16,2018-08-31,003634.OF,0.9153
17,2018-09-28,003634.OF,0.9395
18,2018-10-31,003634.OF,0.8309
19,2018-11-30,003634.OF,0.8675
20,2018-12-28,003634.OF,0.857
21,2019-01-31,003634.OF,0.902
22,2019-02-28,003634.OF,1.0419
23,2019-03-29,003634.OF,1.1496
24,2019-04-30,003634.OF,1.2819
25,2019-05-31,003634.OF,1.2768
26,2019-06-28,003634.OF,1.2257
27,2019-07-31,003634.OF,1.3061
28,2019-08-30,003634.OF,1.3515
29,2019-09-30,003634.OF,1.2445
30,2019-10-31,003634.OF,1.4003
31,2019-11-29,003634.OF,1.2922
32,2019-12-31,003634.OF,1.3256
33,2020-01-23,003634.OF,1.2932
34,2020-02-28,003634.OF,1.346
35,2020-03-31,003634.OF,1.4978
36,2020-04-30,003634.OF,1.5828
37,2020-05-29,003634.OF,1.6403
38,2020-06-30,003634.OF,1.7713
39,2020-07-31,003634.OF,2.1036
40,2020-08-31,003634.OF,2.3098
41,2020-09-30,003634.OF,2.0299
42,2020-10-30,003634.OF,2.0473
43,2020-11-30,003634.OF,2.0311
44,2020-12-31,003634.OF,2.2641
45,2021-01-29,003634.OF,2.2939
46,2021-02-26,003634.OF,2.3789
47,2021-03-31,003634.OF,2.2002
48,2021-04-30,003634.OF,2.2438
49,2021-05-31,003634.OF,2.2509
50,2021-06-30,003634.OF,2.1422
51,2021-07-30,003634.OF,1.986
52,2021-08-31,003634.OF,1.9743
53,2021-09-30,003634.OF,2.0314
54,2021-10-29,003634.OF,2.1036
55,2021-11-30,003634.OF,2.1484
56,2021-12-31,003634.OF,2.248
57,2022-01-28,003634.OF,2.0682
58,2022-02-28,003634.OF,2.061
59,2022-03-01,003634.OF,2.141
