,time,thscode,netAssetValue
0,2017-04-28,161029.OF,0.903
1,2017-05-31,161029.OF,0.952
2,2017-06-30,161029.OF,0.977
3,2017-07-31,161029.OF,1.043
4,2017-08-31,161029.OF,1.054
5,2017-09-29,161029.OF,1.032
6,2017-10-31,161029.OF,1.044
7,2017-11-30,161029.OF,1.079
8,2017-12-29,161029.OF,1.039
9,2018-01-31,161029.OF,1.156
10,2018-02-28,161029.OF,1.076
11,2018-03-30,161029.OF,1.015
12,2018-04-27,161029.OF,1.004
13,2018-05-31,161029.OF,0.973
14,2018-06-29,161029.OF,0.909
15,2018-07-31,161029.OF,0.965
16,2018-08-31,161029.OF,0.957
17,2018-09-28,161029.OF,1.006
18,2018-10-31,161029.OF,0.998
19,2018-11-30,161029.OF,0.969
20,2018-12-28,161029.OF,0.893
21,2019-01-31,161029.OF,0.966
22,2019-02-28,161029.OF,1.037
23,2019-03-29,161029.OF,1.039
24,2019-04-30,161029.OF,1.078
25,2019-05-31,161029.OF,1.019
26,2019-06-28,161029.OF,1.067
27,2019-07-31,161029.OF,1.092
28,2019-08-30,161029.OF,1.037
29,2019-09-30,161029.OF,1.07
30,2019-10-31,161029.OF,1.115
31,2019-11-29,161029.OF,1.104
32,2019-12-31,161029.OF,1.148
33,2020-01-23,161029.OF,1.103
34,2020-02-28,161029.OF,1.058
35,2020-03-31,161029.OF,1.002
36,2020-04-30,161029.OF,1.047
37,2020-05-29,161029.OF,1.035
38,2020-06-30,161029.OF,1.041
39,2020-07-31,161029.OF,1.095
40,2020-08-31,161029.OF,1.161
41,2020-09-30,161029.OF,1.124
42,2020-10-30,161029.OF,1.168
43,2020-11-30,161029.OF,1.264
44,2020-12-31,161029.OF,1.229
45,2021-01-29,161029.OF,1.299
46,2021-02-26,161029.OF,1.332
47,2021-03-31,161029.OF,1.358
48,2021-04-30,161029.OF,1.327
49,2021-05-31,161029.OF,1.387
50,2021-06-30,161029.OF,1.333
51,2021-07-30,161029.OF,1.205
52,2021-08-31,161029.OF,1.24
53,2021-09-30,161029.OF,1.25
54,2021-10-29,161029.OF,1.286
55,2021-11-30,161029.OF,1.238
56,2021-12-31,161029.OF,1.243
57,2022-01-28,161029.OF,1.272
58,2022-02-28,161029.OF,1.282
59,2022-03-01,161029.OF,1.294
