,time,thscode,netAssetValue
0,2017-04-28,502000.OF,0.993
1,2017-05-31,502000.OF,0.9386
2,2017-06-30,502000.OF,0.9864
3,2017-07-31,502000.OF,1.0128
4,2017-08-31,502000.OF,1.0427
5,2017-09-29,502000.OF,1.065
6,2017-10-31,502000.OF,1.0583
7,2017-11-30,502000.OF,1.0192
8,2017-12-29,502000.OF,1.0181
9,2018-01-31,502000.OF,0.9909
10,2018-02-28,502000.OF,0.9664
11,2018-03-30,502000.OF,0.9805
12,2018-04-27,502000.OF,0.9449
13,2018-05-31,502000.OF,0.9422
14,2018-06-29,502000.OF,0.8648
15,2018-07-31,502000.OF,0.8727
16,2018-08-31,502000.OF,0.819
17,2018-09-28,502000.OF,0.8224
18,2018-10-31,502000.OF,0.7525
19,2018-11-30,502000.OF,0.7789
20,2018-12-28,502000.OF,0.7479
21,2019-01-31,502000.OF,0.7306
22,2019-02-28,502000.OF,0.8641
23,2019-03-29,502000.OF,0.9583
24,2019-04-30,502000.OF,0.9323
25,2019-05-31,502000.OF,0.8765
26,2019-06-28,502000.OF,0.8874
27,2019-07-31,502000.OF,0.9137
28,2019-08-30,502000.OF,0.9101
29,2019-09-30,502000.OF,0.9268
30,2019-10-31,502000.OF,0.9299
31,2019-11-29,502000.OF,0.9337
32,2019-12-31,502000.OF,1.0113
33,2020-01-23,502000.OF,0.9956
34,2020-02-28,502000.OF,0.9781
35,2020-03-31,502000.OF,0.9068
36,2020-04-30,502000.OF,0.9881
37,2020-05-29,502000.OF,1.0143
38,2020-06-30,502000.OF,1.1309
39,2020-07-31,502000.OF,1.3158
40,2020-08-31,502000.OF,1.3651
41,2020-09-30,502000.OF,1.2903
42,2020-10-30,502000.OF,1.3086
43,2020-11-30,502000.OF,1.3704
44,2020-12-31,502000.OF,1.4572
45,2021-01-29,502000.OF,1.5347
46,2021-02-26,502000.OF,1.5246
47,2021-03-31,502000.OF,1.4608
48,2021-04-30,502000.OF,1.5634
49,2021-05-31,502000.OF,1.6345
50,2021-06-30,502000.OF,1.7111
51,2021-07-30,502000.OF,1.8125
52,2021-08-31,502000.OF,1.9327
53,2021-09-30,502000.OF,1.8769
54,2021-10-29,502000.OF,1.8761
55,2021-11-30,502000.OF,1.8971
56,2021-12-31,502000.OF,1.8609
57,2022-01-28,502000.OF,1.6724
58,2022-02-28,502000.OF,1.7462
59,2022-03-01,502000.OF,1.7507
