,time,thscode,netAssetValue
0,2017-04-28,000778.OF,1.547
1,2017-05-31,000778.OF,1.471
2,2017-06-30,000778.OF,1.576
3,2017-07-31,000778.OF,1.588
4,2017-08-31,000778.OF,1.608
5,2017-09-29,000778.OF,1.685
6,2017-10-31,000778.OF,1.692
7,2017-11-30,000778.OF,1.62
8,2017-12-29,000778.OF,1.644
9,2018-01-31,000778.OF,1.584
10,2018-02-28,000778.OF,1.537
11,2018-03-30,000778.OF,1.602
12,2018-04-27,000778.OF,1.55
13,2018-05-31,000778.OF,1.56
14,2018-06-29,000778.OF,1.454
15,2018-07-31,000778.OF,1.454
16,2018-08-31,000778.OF,1.342
17,2018-09-28,000778.OF,1.352
18,2018-10-31,000778.OF,1.209
19,2018-11-30,000778.OF,1.269
20,2018-12-28,000778.OF,1.2
21,2019-01-31,000778.OF,1.247
22,2019-02-28,000778.OF,1.413
23,2019-03-29,000778.OF,1.552
24,2019-04-30,000778.OF,1.566
25,2019-05-31,000778.OF,1.506
26,2019-06-28,000778.OF,1.577
27,2019-07-31,000778.OF,1.644
28,2019-08-30,000778.OF,1.711
29,2019-09-30,000778.OF,1.713
30,2019-10-31,000778.OF,1.754
31,2019-11-29,000778.OF,1.786
32,2019-12-31,000778.OF,1.942
33,2020-01-23,000778.OF,1.97
34,2020-02-28,000778.OF,2.047
35,2020-03-31,000778.OF,1.964
36,2020-04-30,000778.OF,2.127
37,2020-05-29,000778.OF,2.172
38,2020-06-30,000778.OF,2.358
39,2020-07-31,000778.OF,2.73
40,2020-08-31,000778.OF,2.859
41,2020-09-30,000778.OF,2.804
42,2020-10-30,000778.OF,2.928
43,2020-11-30,000778.OF,3.123
44,2020-12-31,000778.OF,3.351
45,2021-01-29,000778.OF,3.476
46,2021-02-26,000778.OF,3.556
47,2021-03-31,000778.OF,3.379
48,2021-04-30,000778.OF,3.383
49,2021-05-31,000778.OF,3.44
50,2021-06-30,000778.OF,3.378
51,2021-07-30,000778.OF,3.095
52,2021-08-31,000778.OF,3.21
53,2021-09-30,000778.OF,3.231
54,2021-10-29,000778.OF,3.283
55,2021-11-30,000778.OF,3.241
56,2021-12-31,000778.OF,3.389
57,2022-01-28,000778.OF,3.17
58,2022-02-28,000778.OF,3.068
59,2022-03-01,000778.OF,3.098
