,time,thscode,netAssetValue
0,2017-04-28,512880.OF,1.0012
1,2017-05-31,512880.OF,0.9922
2,2017-06-30,512880.OF,1.0122
3,2017-07-31,512880.OF,1.0559
4,2017-08-31,512880.OF,1.1297
5,2017-09-29,512880.OF,1.1108
6,2017-10-31,512880.OF,1.0344
7,2017-11-30,512880.OF,1.0398
8,2017-12-29,512880.OF,0.9536
9,2018-01-31,512880.OF,1.024
10,2018-02-28,512880.OF,0.9062
11,2018-03-30,512880.OF,0.8896
12,2018-04-27,512880.OF,0.8788
13,2018-05-31,512880.OF,0.8306
14,2018-06-29,512880.OF,0.7512
15,2018-07-31,512880.OF,0.7521
16,2018-08-31,512880.OF,0.7191
17,2018-09-28,512880.OF,0.7287
18,2018-10-31,512880.OF,0.7506
19,2018-11-30,512880.OF,0.7695
20,2018-12-28,512880.OF,0.7166
21,2019-01-31,512880.OF,0.7731
22,2019-02-28,512880.OF,1.0023
23,2019-03-29,512880.OF,1.0647
24,2019-04-30,512880.OF,1.0052
25,2019-05-31,512880.OF,0.8987
26,2019-06-28,512880.OF,0.9891
27,2019-07-31,512880.OF,0.9648
28,2019-08-30,512880.OF,0.9238
29,2019-09-30,512880.OF,0.9398
30,2019-10-31,512880.OF,0.9207
31,2019-11-29,512880.OF,0.8982
32,2019-12-31,512880.OF,1.0406
33,2020-01-23,512880.OF,0.9902
34,2020-02-28,512880.OF,0.9868
35,2020-03-31,512880.OF,0.9253
36,2020-04-30,512880.OF,0.9466
37,2020-05-29,512880.OF,0.9052
38,2020-06-30,512880.OF,1.0128
39,2020-07-31,512880.OF,1.2434
40,2020-08-31,512880.OF,1.2616
41,2020-09-30,512880.OF,1.2087
42,2020-10-30,512880.OF,1.1512
43,2020-11-30,512880.OF,1.222
44,2020-12-31,512880.OF,1.2221
45,2021-01-29,512880.OF,1.1565
46,2021-02-26,512880.OF,1.0975
47,2021-03-31,512880.OF,1.0364
48,2021-04-30,512880.OF,1.0312
49,2021-05-31,512880.OF,1.1445
50,2021-06-30,512880.OF,1.1088
51,2021-07-30,512880.OF,1.0278
52,2021-08-31,512880.OF,1.1304
53,2021-09-30,512880.OF,1.1564
54,2021-10-29,512880.OF,1.1103
55,2021-11-30,512880.OF,1.1076
56,2021-12-31,512880.OF,1.1752
57,2022-01-28,512880.OF,1.0765
58,2022-02-28,512880.OF,1.0204
59,2022-03-01,512880.OF,1.0297
