,time,thscode,netAssetValue
0,2017-04-28,512990.OF,1.0267
1,2017-05-31,512990.OF,1.0193
2,2017-06-30,512990.OF,1.0791
3,2017-07-31,512990.OF,1.1098
4,2017-08-31,512990.OF,1.1366
5,2017-09-29,512990.OF,1.1516
6,2017-10-31,512990.OF,1.183
7,2017-11-30,512990.OF,1.1677
8,2017-12-29,512990.OF,1.1743
9,2018-01-31,512990.OF,1.2223
10,2018-02-28,512990.OF,1.1594
11,2018-03-30,512990.OF,1.1342
12,2018-04-27,512990.OF,1.0923
13,2018-05-31,512990.OF,1.1035
14,2018-06-29,512990.OF,1.0246
15,2018-07-31,512990.OF,1.0321
16,2018-08-31,512990.OF,0.9758
17,2018-09-28,512990.OF,1.0099
18,2018-10-31,512990.OF,0.9274
19,2018-11-30,512990.OF,0.9311
20,2018-12-28,512990.OF,0.8927
21,2019-01-31,512990.OF,0.9508
22,2019-02-28,512990.OF,1.0747
23,2019-03-29,512990.OF,1.1298
24,2019-04-30,512990.OF,1.1421
25,2019-05-31,512990.OF,1.0652
26,2019-06-28,512990.OF,1.1286
27,2019-07-31,512990.OF,1.1602
28,2019-08-30,512990.OF,1.1568
29,2019-09-30,512990.OF,1.1609
30,2019-10-31,512990.OF,1.1836
31,2019-11-29,512990.OF,1.1696
32,2019-12-31,512990.OF,1.2565
33,2020-01-23,512990.OF,1.246
34,2020-02-28,512990.OF,1.2467
35,2020-03-31,512990.OF,1.1756
36,2020-04-30,512990.OF,1.2559
37,2020-05-29,512990.OF,1.253
38,2020-06-30,512990.OF,1.3736
39,2020-07-31,512990.OF,1.567
40,2020-08-31,512990.OF,1.619
41,2020-09-30,512990.OF,1.5443
42,2020-10-30,512990.OF,1.5804
43,2020-11-30,512990.OF,1.657
44,2020-12-31,512990.OF,1.7697
45,2021-01-29,512990.OF,1.8202
46,2021-02-26,512990.OF,1.8069
47,2021-03-31,512990.OF,1.7207
48,2021-04-30,512990.OF,1.7774
49,2021-05-31,512990.OF,1.8678
50,2021-06-30,512990.OF,1.8852
51,2021-07-30,512990.OF,1.7724
52,2021-08-31,512990.OF,1.7974
53,2021-09-30,512990.OF,1.831
54,2021-10-29,512990.OF,1.8539
55,2021-11-30,512990.OF,1.8477
56,2021-12-31,512990.OF,1.874
57,2022-01-28,512990.OF,1.7145
58,2022-02-28,512990.OF,1.7403
59,2022-03-01,512990.OF,1.7518
