,time,thscode,netAssetValue
0,2017-04-28,660008.OF,1.1305
1,2017-05-31,660008.OF,1.15
2,2017-06-30,660008.OF,1.2116
3,2017-07-31,660008.OF,1.2432
4,2017-08-31,660008.OF,1.2719
5,2017-09-29,660008.OF,1.2772
6,2017-10-31,660008.OF,1.3288
7,2017-11-30,660008.OF,1.3281
8,2017-12-29,660008.OF,1.3356
9,2018-01-31,660008.OF,1.4132
10,2018-02-28,660008.OF,1.3334
11,2018-03-30,660008.OF,1.2941
12,2018-04-27,660008.OF,1.2481
13,2018-05-31,660008.OF,1.2651
14,2018-06-29,660008.OF,1.1844
15,2018-07-31,660008.OF,1.1961
16,2018-08-31,660008.OF,1.1395
17,2018-09-28,660008.OF,1.1722
18,2018-10-31,660008.OF,1.0803
19,2018-11-30,660008.OF,1.0869
20,2018-12-28,660008.OF,1.0331
21,2019-01-31,660008.OF,1.0939
22,2019-02-28,660008.OF,1.245
23,2019-03-29,660008.OF,1.3114
24,2019-04-30,660008.OF,1.3267
25,2019-05-31,660008.OF,1.2403
26,2019-06-28,660008.OF,1.3114
27,2019-07-31,660008.OF,1.3278
28,2019-08-30,660008.OF,1.318
29,2019-09-30,660008.OF,1.3233
30,2019-10-31,660008.OF,1.347
31,2019-11-29,660008.OF,1.3285
32,2019-12-31,660008.OF,1.4164
33,2020-01-23,660008.OF,1.3857
34,2020-02-28,660008.OF,1.3651
35,2020-03-31,660008.OF,1.2809
36,2020-04-30,660008.OF,1.3553
37,2020-05-29,660008.OF,1.3444
38,2020-06-30,660008.OF,1.4501
39,2020-07-31,660008.OF,1.6509
40,2020-08-31,660008.OF,1.694
41,2020-09-30,660008.OF,1.6188
42,2020-10-30,660008.OF,1.6554
43,2020-11-30,660008.OF,1.7434
44,2020-12-31,660008.OF,1.8262
45,2021-01-29,660008.OF,1.8725
46,2021-02-26,660008.OF,1.8665
47,2021-03-31,660008.OF,1.7715
48,2021-04-30,660008.OF,1.7946
49,2021-05-31,660008.OF,1.8679
50,2021-06-30,660008.OF,1.844
51,2021-07-30,660008.OF,1.72
52,2021-08-31,660008.OF,1.7235
53,2021-09-30,660008.OF,1.7433
54,2021-10-29,660008.OF,1.7592
55,2021-11-30,660008.OF,1.7341
56,2021-12-31,660008.OF,1.7684
57,2022-01-28,660008.OF,1.6422
58,2022-02-28,660008.OF,1.6472
59,2022-03-01,660008.OF,1.6603
