,time,thscode,netAssetValue
0,2017-04-28,003475.OF,1.0078
1,2017-05-31,003475.OF,1.0245
2,2017-06-30,003475.OF,1.0727
3,2017-07-31,003475.OF,1.0981
4,2017-08-31,003475.OF,1.122
5,2017-09-29,003475.OF,1.1273
6,2017-10-31,003475.OF,1.176
7,2017-11-30,003475.OF,1.1742
8,2017-12-29,003475.OF,1.1843
9,2018-01-31,003475.OF,1.2467
10,2018-02-28,003475.OF,1.1767
11,2018-03-30,003475.OF,1.1423
12,2018-04-27,003475.OF,1.1017
13,2018-05-31,003475.OF,1.1165
14,2018-06-29,003475.OF,1.0403
15,2018-07-31,003475.OF,1.0483
16,2018-08-31,003475.OF,1.0001
17,2018-09-28,003475.OF,1.0273
18,2018-10-31,003475.OF,0.9469
19,2018-11-30,003475.OF,0.9566
20,2018-12-28,003475.OF,0.9093
21,2019-01-31,003475.OF,0.9602
22,2019-02-28,003475.OF,1.0903
23,2019-03-29,003475.OF,1.1442
24,2019-04-30,003475.OF,1.1502
25,2019-05-31,003475.OF,1.074
26,2019-06-28,003475.OF,1.1376
27,2019-07-31,003475.OF,1.148
28,2019-08-30,003475.OF,1.146
29,2019-09-30,003475.OF,1.1567
30,2019-10-31,003475.OF,1.184
31,2019-11-29,003475.OF,1.1848
32,2019-12-31,003475.OF,1.2634
33,2020-01-23,003475.OF,1.2418
34,2020-02-28,003475.OF,1.2664
35,2020-03-31,003475.OF,1.1822
36,2020-04-30,003475.OF,1.2664
37,2020-05-29,003475.OF,1.2549
38,2020-06-30,003475.OF,1.3845
39,2020-07-31,003475.OF,1.5404
40,2020-08-31,003475.OF,1.5785
41,2020-09-30,003475.OF,1.512
42,2020-10-30,003475.OF,1.5538
43,2020-11-30,003475.OF,1.631
44,2020-12-31,003475.OF,1.712
45,2021-01-29,003475.OF,1.7634
46,2021-02-26,003475.OF,1.7556
47,2021-03-31,003475.OF,1.6599
48,2021-04-30,003475.OF,1.6843
49,2021-05-31,003475.OF,1.7482
50,2021-06-30,003475.OF,1.7179
51,2021-07-30,003475.OF,1.5963
52,2021-08-31,003475.OF,1.5992
53,2021-09-30,003475.OF,1.6213
54,2021-10-29,003475.OF,1.6322
55,2021-11-30,003475.OF,1.6048
56,2021-12-31,003475.OF,1.6413
57,2022-01-28,003475.OF,1.5273
58,2022-02-28,003475.OF,1.5311
59,2022-03-01,003475.OF,1.5435
