,time,thscode,netAssetValue
0,2017-04-28,510510.OF,1.7171
1,2017-05-31,510510.OF,1.6161
2,2017-06-30,510510.OF,1.703
3,2017-07-31,510510.OF,1.7486
4,2017-08-31,510510.OF,1.7952
5,2017-09-29,510510.OF,1.8317
6,2017-10-31,510510.OF,1.8211
7,2017-11-30,510510.OF,1.7427
8,2017-12-29,510510.OF,1.7392
9,2018-01-31,510510.OF,1.7186
10,2018-02-28,510510.OF,1.6755
11,2018-03-30,510510.OF,1.7008
12,2018-04-27,510510.OF,1.6327
13,2018-05-31,510510.OF,1.6071
14,2018-06-29,510510.OF,1.4636
15,2018-07-31,510510.OF,1.4593
16,2018-08-31,510510.OF,1.3566
17,2018-09-28,510510.OF,1.3552
18,2018-10-31,510510.OF,1.2087
19,2018-11-30,510510.OF,1.2434
20,2018-12-28,510510.OF,1.1822
21,2019-01-31,510510.OF,1.1853
22,2019-02-28,510510.OF,1.423
23,2019-03-29,510510.OF,1.5719
24,2019-04-30,510510.OF,1.506
25,2019-05-31,510510.OF,1.4006
26,2019-06-28,510510.OF,1.4139
27,2019-07-31,510510.OF,1.4071
28,2019-08-30,510510.OF,1.4038
29,2019-09-30,510510.OF,1.4183
30,2019-10-31,510510.OF,1.4114
31,2019-11-29,510510.OF,1.4038
32,2019-12-31,510510.OF,1.5073
33,2020-01-23,510510.OF,1.5392
34,2020-02-28,510510.OF,1.5627
35,2020-03-31,510510.OF,1.4475
36,2020-04-30,510510.OF,1.538
37,2020-05-29,510510.OF,1.5556
38,2020-06-30,510510.OF,1.6941
39,2020-07-31,510510.OF,1.9089
40,2020-08-31,510510.OF,1.9397
41,2020-09-30,510510.OF,1.8055
42,2020-10-30,510510.OF,1.7839
43,2020-11-30,510510.OF,1.8471
44,2020-12-31,510510.OF,1.863
45,2021-01-29,510510.OF,1.8572
46,2021-02-26,510510.OF,1.8651
47,2021-03-31,510510.OF,1.8378
48,2021-04-30,510510.OF,1.9088
49,2021-05-31,510510.OF,1.9861
50,2021-06-30,510510.OF,2.0207
51,2021-07-30,510510.OF,2.0164
52,2021-08-31,510510.OF,2.1613
53,2021-09-30,510510.OF,2.1173
54,2021-10-29,510510.OF,2.0964
55,2021-11-30,510510.OF,2.1674
56,2021-12-31,510510.OF,2.1949
57,2022-01-28,510510.OF,1.9645
58,2022-02-28,510510.OF,2.0443
59,2022-03-01,510510.OF,2.0504
